Landslide_ID,Camp_name,Latitude,Longitude,Elevation (m),Date_of_movement,General_slope (degree),Slided_slope (degree),Width (m),Length_prev (m),Length_after (m),Depth (m),Material,Movement_type,State,Distribution,Style,Flow_accumulation_10yr_multiplied_log,Flow_accumulation_20yr_multiplied_log,Flow_accumulation_50yr_multiplied_log,Slope_classification,Flow_direction,Runoff_10yr,Runoff_20yr,Runoff_50yr,Fill_sinks,Basins,Landslide_Occurred
202,,2345586.186265563,413555.150517322,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,7.0,1288.75927734375,1563.11572265625,1993.40234375,15.0,611.0,0
203,,2345403.5139864883,413476.49826334073,,,,,,,,,,,,,,7.229082108416058,7.312901435248086,7.4185052623634,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,15.0,611.0,0
204,,2345588.916903256,413653.3908107225,,,,,,,,,,,,,,6.325992153677406,6.710841443920124,6.816445271035438,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.27089786529541,611.0,0
205,,2345532.694025937,413644.2416266192,,,,,,,,,,,,,,6.325992153677406,6.409811480509434,6.515415308508138,2.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.370966911315918,611.0,0
206,,2345509.156063678,413522.1021065654,,,,,,,,,,,,,,6.502083391230894,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,14.0,611.0,0
207,,2345288.884934636,413618.9612056158,,,,,,,,,,,,,,7.347181437388636,7.431000764220662,7.536604596532516,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.79196834564209,611.0,0
208,,2345101.8478626776,413276.8323686701,,,,,,,,,,,,,,7.22908214066935,7.312901467501376,7.418505295500082,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0,0
209,,2345237.797145357,413293.50513843173,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,23.0,459.0,0
210,,2345155.3314212807,413280.51422140346,,,,,,,,,,,,,,6.803113386894876,6.807751476280156,6.81644530417212,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,20.0,459.0,0
211,,2345328.452840108,413359.5922937866,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,611.0,0
212,,2345367.599266944,413457.687928682,,,,,,,,,,,,,,7.024962145112108,7.108781471944136,7.214385292962148,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,14.070759773254396,611.0,0
213,,2345167.6065844274,413373.7457080945,,,,,,,,,,,,,,6.325992153677406,6.108781484845452,6.214385312844158,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,23.0,459.0,0
214,,2345339.004219316,412943.4411450814,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.316596031188965,767.0,0
215,,2345343.705736661,413322.7496162089,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,611.0,0
216,,2345367.399062505,413156.86923367775,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,2.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
217,,2345289.12355978,413239.32941876655,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,23.0,767.0,0
218,,2345227.619975428,412993.8435087913,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.170828819274902,767.0,0
219,,2345258.1310194926,413161.3475899517,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0,0
220,,2345060.958010737,413056.4626389464,,,,,,,,,,,,,,6.339278468367474,7.120210575625814,7.223774417954426,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.10007095336914,767.0,0
221,,2345100.4467313285,413063.3699571372,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.07076072692871,767.0,0
222,,2345247.292815541,412900.4491217898,,,,,,,,,,,,,,7.823578327806472,7.90554044363011,8.009104273804159,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.070759773254396,767.0,0
223,,2345201.085650183,412760.2526791898,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
224,,2345108.75154023,412917.4813767119,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.362382888793944,767.0,0
225,,2345025.072081054,412843.603912208,,,,,,,,,,,,,,6.640308431778164,6.7222705476018,6.825834383340004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.19155406951904,459.0,0
226,,2345226.2003055993,412716.8132463294,,,,,,,,,,,,,,6.883346485072072,7.234153916023742,7.33771776427456,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.833418846130373,767.0,0
227,,2345447.927655092,412434.6530870819,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
228,,2345255.106959596,412401.4107190138,,,,,,,,,,,,,,6.640308431778164,7.876085397800148,7.979649243133236,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.262313842773438,767.0,0
229,,2345202.303922307,412322.74598958873,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
230,,2345189.7163993614,412451.08406734566,,,,,,,,,,,,,,6.038248472703492,6.597331821744598,6.700895646731704,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,0
231,,2345200.6832419247,412416.6217423088,,,,,,,,,,,,,,6.640308431778164,6.7222705476018,6.825834383340004,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,0
232,,2345031.606258462,412367.98591377726,,,,,,,,,,,,,,6.515369705920962,6.42124058419111,6.524804420104004,2.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,0
233,,2345079.286757503,412407.6185196256,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,767.0,0
234,,2345101.117374741,412535.15180560865,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,2.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
235,,2345093.057411188,412714.947782481,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,459.0,0
236,,2345098.3800851326,412704.59424961667,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,459.0,0
237,,2344970.8231163886,412776.81986344873,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,459.0,0
238,,2345006.0871855174,412504.8790738077,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,767.0,0
239,,2344691.2149701207,412483.6698799299,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,0
240,,2344974.955913973,412349.4426216191,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0,0
241,,2344903.9932501707,412302.92622748576,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.774800300598145,767.0,0
242,,2344872.2571431547,412473.44458664366,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,767.0,0
243,,2344978.158746537,412460.6196575972,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
244,,2344976.2817729525,412527.1056274025,,,,,,,,,,,,,,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,18.0,459.0,0
245,,2344797.4905932485,412498.0588962079,,,,,,,,,,,,,,6.051792231717158,6.131847273092464,6.233320725758888,2.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,20.0,459.0,0
246,,2344761.85565762,412347.9554416737,,,,,,,,,,,,,,7.58231648203591,6.12021058852713,6.223774424440022,2.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.662590026855469,459.0,0
247,,2344914.359235509,412774.7940139244,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,459.0,0
248,,2344503.38073272,412569.5512478765,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.070759773254396,459.0,0
249,,2344571.2440412953,412506.8633381058,,,,,,,,,,,,,,6.35282222738114,6.432877268756444,6.53435072142287,2.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,12.170828819274902,459.0,0
250,,2344839.115423382,412614.3127882629,,,,,,,,,,,,,,6.051792231717158,6.131847273092464,6.233320725758888,1.0,6.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,459.0,0
251,,2344670.756989727,412685.0804058065,,,,,,,,,,,,,,6.653852223045122,6.733907264420426,6.83538071708685,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,11.0,459.0,0
252,,2344728.8697408205,412806.74975601234,,,,,,,,,,,,,,6.528913464934628,6.608968506309932,6.710441948755598,1.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,12.0,459.0,0
253,,2344552.9151691254,412781.634799251,,,,,,,,,,,,,,8.713604899968344,8.793659941343648,8.895133397542624,2.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,9.662590026855469,459.0,0
254,,2344577.568610395,412689.761360878,,,,,,,,,,,,,,8.672968483553735,8.753023524929038,8.85449698734659,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,9.833418846130373,459.0,0
255,,2344711.224529413,412862.73893898306,,,,,,,,,,,,,,6.65385219079183,7.623208969007594,7.724682441082902,1.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,11.070759773254396,459.0,0
256,,2344729.2560161147,413012.20674810914,,,,,,,,,,,,,,6.051792231717158,6.131847273092464,6.233320725758888,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,17.0,459.0,0
257,,2344575.7430296247,413054.98533588,,,,,,,,,,,,,,6.051792231717158,6.131847273092464,6.233320725758888,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,13.0,459.0,0
258,,2344567.8550043306,412984.41915416735,,,,,,,,,,,,,,6.051792231717158,7.454066552467674,7.555540031067126,2.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,13.0,459.0,0
259,,2344936.7646962893,413027.4697196829,,,,,,,,,,,,,,6.737218464138196,6.819180579961832,6.922744422290446,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.220863342285156,459.0,0
260,,2344991.704241884,412955.7168845016,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,0
261,,2344784.8181431964,412813.3389158588,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,459.0,0
262,,2344988.907597843,412884.4075193608,,,,,,,,,,,,,,6.941338459695436,7.023300575519072,7.126864411431966,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.19155406951904,459.0,0
263,,2344854.5925664846,412928.4859720335,,,,,,,,,,,,,,6.640308431778164,6.7222705476018,6.825834383340004,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.170828819274902,459.0,0
264,,2344772.2279199325,412963.807690196,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,459.0,0
265,,2344986.933503047,413425.67501612345,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,3.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0,0
266,,2345091.382835567,413182.3029259573,,,,,,,,,,,,,,6.038248472703492,6.597331821744598,6.700895646731704,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0,0
267,,2344908.389384037,413241.3548842873,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,15.070759773254396,459.0,0
268,,2345091.569070636,413215.22917747626,,,,,,,,,,,,,,6.640308464031454,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.12079620361328,459.0,0
269,,2344928.905206119,413100.9847264752,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,0
270,,2345084.738754552,413448.3803220623,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,20.0,459.0,0
271,,2345089.5723822094,413620.2107886372,,,,,,,,,,,,,,7.138905485510038,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,15.0,611.0,0
272,,2345047.9197724885,413478.4429842437,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0,0
273,,2344965.072344492,413672.9859209472,,,,,,,,,,,,,,6.723932149448128,6.807751476280156,6.913355297298166,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,459.0,0
274,,2345108.644628584,413753.23143850104,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,7.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,611.0,0
275,,2345125.6724873725,413751.30827506713,,,,,,,,,,,,,,6.502083391230894,6.585902718062922,6.69150655651826,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,611.0,0
276,,2345058.0713228,413848.1734080216,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,7.0,1288.75927734375,1563.11572265625,1993.40234375,20.0,611.0,0
277,,2345426.3073831415,413737.0190083426,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,7.0,1288.75927734375,1563.11572265625,1993.40234375,19.0,611.0,0
278,,2345230.9297370515,413624.6969202377,,,,,,,,,,,,,,7.303715721620338,7.387535048452366,7.493138884148376,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.892037391662598,611.0,0
279,,2345255.873643698,413875.12199390616,,,,,,,,,,,,,,6.502083391230894,6.585902718062922,6.69150655651826,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,21.07076072692871,611.0,0
280,,2345182.5965042654,413739.2014858221,,,,,,,,,,,,,,7.32599214077609,7.409811467608118,7.059483329189356,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,14.070759773254396,611.0,0
281,,2345327.6935596033,413786.7502401848,,,,,,,,,,,,,,6.325992153677406,6.409811480509434,6.515415308508138,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,611.0,0
282,,2345301.470407445,413753.82686128013,,,,,,,,,,,,,,6.928052112752078,7.011871439584104,7.117475266699418,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,611.0,0
283,,2344676.4031598084,413752.563564906,,,,,,,,,,,,,,6.723932149448128,6.807751476280156,6.913355297298166,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,6.0,459.0,0
284,,2344832.909621403,413797.9581263608,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,2.0,5.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,459.0,0
285,,2344823.5442498745,413650.1687382656,,,,,,,,,,,,,,6.97920463161576,7.011871439584104,7.117475266699418,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,8.0,459.0,0
286,,2344766.6067464664,413577.2179419062,,,,,,,,,,,,,,6.024962158013426,6.409811480509434,6.515415308508138,2.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,6.0,459.0,0
287,,2344887.7625433686,413237.1859859988,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,15.070759773254396,459.0,0
288,,2344859.72041564,413367.44160834333,,,,,,,,,,,,,,6.325992153677406,6.409811480509434,6.515415308508138,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,14.0,459.0,0
289,,2344833.769976909,413260.7187736044,,,,,,,,,,,,,,6.325992153677406,6.409811480509434,6.515415308508138,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,459.0,0
290,,2344631.83824332,413336.3207357256,,,,,,,,,,,,,,6.325992153677406,6.409811480509434,6.515415308508138,2.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,6.0,459.0,0
291,,2344765.268541216,413312.7729669178,,,,,,,,,,,,,,6.024962158013426,6.710841476173416,6.81644530417212,1.0,3.0,1288.75927734375,1563.11572265625,1993.40234375,16.07076072692871,459.0,0
292,,2344681.476013577,413089.23187731305,,,,,,,,,,,,,,6.896890244085738,6.976945285461042,7.078418752177594,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,14.0,459.0,0
293,,2344626.1211388144,413189.3371494527,,,,,,,,,,,,,,6.35282222738114,6.830817264527166,6.932290723750316,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,10.0,459.0,0
294,,2345600.6534675914,412290.8247351446,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
295,,2345507.3996147956,412525.727902202,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
296,,2344927.0969863143,413312.45382522926,,,,,,,,,,,,,,6.627022149341388,6.710841476173416,6.81644530417212,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,14.0,459.0,0
297,,2345827.840853114,412524.93882882607,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,23.0,767.0,0
298,,2346545.318698667,412259.72860289033,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,2.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,0
299,,2345617.1652742554,411301.82853203226,,,,,,,,,,,,,,6.73505571738029,6.817321062540532,6.92121767862152,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,16.191556930541992,767.0,0
300,,2346051.1248537754,410879.0754340156,,,,,,,,,,,,,,7.182213733978148,7.19753229565126,7.301428929011042,1.0,4.0,1322.194580078125,1597.94091796875,2029.8190917968752,14.0,767.0,0
301,,2346182.2625626903,412732.1735303429,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,778.0,0
302,,2346193.616327803,411665.1476031498,,,,,,,,,,,,,,6.33711572160957,6.41938106676981,6.523277689474792,1.0,5.0,1322.194580078125,1597.94091796875,2029.8190917968752,13.0,767.0,0
303,,2345935.770032904,411569.39908953366,,,,,,,,,,,,,,6.73505571738029,6.817321062540532,6.92121767862152,2.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,13.0,767.0,0
304,,2346053.416493718,412636.0581616982,,,,,,,,,,,,,,6.515369705920962,7.074453090799056,7.178016930276238,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,778.0,0
305,,2346190.2004601927,412141.2525375581,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,27.0,767.0,0
306,,2346130.262042194,412097.7946775176,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,23.0,767.0,0
307,,2346120.311101283,411858.7908019621,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,5.0,1322.194580078125,1597.94091796875,2029.8190917968752,17.0,767.0,0
308,,2345495.103503888,411456.3468081389,,,,,,,,,,,,,,6.33711572160957,6.41938106676981,6.523277689474792,1.0,5.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.0,767.0,0
309,,2345459.188810213,411898.12849535176,,,,,,,,,,,,,,6.515369705920962,7.65168947141884,7.755253324314524,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.050034523010254,767.0,0
310,,2345309.30901121,411916.4869453657,,,,,,,,,,,,,,6.515369705920962,6.42124058419111,6.524804420104004,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,0
311,,2345476.6338530695,411671.93257083936,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,4.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,767.0,0
312,,2345638.898510596,411693.9731808621,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,767.0,0
313,,2345974.04661813,412007.42165936704,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,0
314,,2345649.5057006534,412091.5935204314,,,,,,,,,,,,,,6.816399701584942,6.819180579961832,6.922744422290446,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,10.71184539794922,767.0,0
315,,2345939.4084983673,412448.1516863296,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,0
316,,2345444.9943750887,411165.8056600036,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,21.0,767.0,0
317,,2345062.449833965,410754.5643941587,,,,,,,,,,,,,,6.63814568502026,6.896502299987278,7.00039893334706,1.0,6.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.0,767.0,0
318,,2345193.3646830926,411145.1292818526,,,,,,,,,,,,,,6.814236954827038,6.595472304323296,6.69936893768308,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,20.170831680297848,767.0,0
319,,2346502.1235279525,412506.58510430634,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,778.0,0
320,,2346197.481836285,412482.96622484893,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,26.0,778.0,0
321,,2345920.5623362474,412793.85986876354,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,778.0,0
322,,2345262.725297907,410644.44410757214,,,,,,,,,,,,,,7.11526695049102,7.19753229565126,7.301428929011042,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.312353134155277,767.0,0
323,,2345091.311692772,411594.4702026144,,,,,,,,,,,,,,6.33711572160957,8.406152811011298,8.510049438837925,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,15.262313842773438,767.0,0
324,,2344878.904094058,410347.85635444726,,,,,,,,,,,,,,6.33711572160957,6.817321062540532,6.92121767862152,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,767.0,0
325,,2345732.497291191,410456.65982069005,,,,,,,,,,,,,,8.143295695593459,8.225561040753696,8.329457663458678,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,15.0,767.0,0
326,,2345548.438760487,410253.39783507015,,,,,,,,,,,,,,6.33711572160957,6.118351071105828,6.22224769381081,2.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.291627883911133,767.0,0
327,,2345368.554059407,410351.4742175599,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,7.0,1322.194580078125,1597.94091796875,2029.8190917968752,24.0,767.0,0
328,,2345123.169269448,410331.2553707183,,,,,,,,,,,,,,6.814236954827038,6.817321062540532,6.92121767862152,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.370973587036133,767.0,0
329,,2344763.7597810053,410496.306518402,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,27.0,767.0,0
330,,2345898.556262018,410616.0157074948,,,,,,,,,,,,,,6.33711572160957,6.41938106676981,6.523277689474792,2.0,4.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.0,767.0,0
331,,2345180.386971466,410596.9212678092,,,,,,,,,,,,,,6.63814568502026,6.7204110301805,8.230847839411366,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.421009063720703,767.0,0
332,,2345590.874275812,410299.9783811392,,,,,,,,,,,,,,6.036085725945588,7.419381053868494,7.523277669949484,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.220867156982415,767.0,0
333,,2344914.028185826,410548.96349604445,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,2.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,23.0,767.0,0
334,,2345306.1451097643,410448.50692157913,,,,,,,,,,,,,,6.036085725945588,6.118351071105828,6.22224769381081,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,24.0,767.0,0
335,,2346916.8767742286,412135.35721584206,,,,,,,,,,,,,,6.038248472703492,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,11.0,778.0,0
336,,2346867.141144161,412154.007343055,,,,,,,,,,,,,,6.816399701584942,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,9.0,778.0,0
337,,2346698.7005157983,412159.63244516857,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,778.0,0
338,,2346715.0228008404,412119.2293620751,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0,0
