Landslide_ID,Camp_name,Latitude,Longitude,Elevation (m),Date_of_movement,General_slope (degree),Slided_slope (degree),Width (m),Length_prev (m),Length_after (m),Depth (m),Material,Movement_type,State,Distribution,Style,Flow_accumulation_10yr_multiplied_log,Flow_accumulation_20yr_multiplied_log,Flow_accumulation_50yr_multiplied_log,Slope_classification,Flow_direction,Runoff_10yr,Runoff_20yr,Runoff_50yr,Fill_sinks,Basins,Landslide_Occurred
91,11,21.183505,92.156211,7.2,2020,18.0,50.0,18.0,15.2,12.1,7.2,Soil or Earth,Slide,Dormant,Confined,Successive,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,371.0,1
92,11,21.183886,92.156026,5.4,2020,15.0,42.0,16.5,14.0,11.0,5.4,Soil or Earth,Complex,Active,"Advancing, Enlarging, Widening",Composite,6.024962158013426,6.108781484845452,6.214385312844158,2.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,371.0,1
93,11,21.183685,92.155411,6.1,2020,12.0,60.0,9.0,18.5,8.0,6.1,Soil or Earth,Slide,Active,Advancing,Successive,6.627022117088096,6.710841443920124,6.816445271035438,2.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,14.200138092041016,371.0,1
94,11,21.183142,92.155124,3.8,2020,15.0,40.0,16.0,10.0,8.0,3.8,Soil or Earth,Topple,Active,"Advancing, Enlarging, Widening",Successive,6.024962158013426,6.409811480509434,6.515415308508138,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,371.0,1
95,11,21.181876,92.154261,8.0,2020,50.0,65.0,45.0,10.4,20.0,8.0,Soil or Earth,Complex,Active,Advancing,Successive,6.325992153677406,6.409811480509434,6.515415308508138,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,161.0,1
96,11,21.181407,92.154358,5.0,2018,30.0,85.0,30.0,10.0,15.0,5.0,Soil or Earth,Slide,Active,Advancing,Successive,6.024962158013426,6.108781484845452,6.214385312844158,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,161.0,1
97,11,21.18163,92.156905,12.0,2018,30.0,70.0,25.0,24.0,20.0,12.0,Soil or Earth,Slide,Suspended,Advancing,Successive,6.502083391230894,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,371.0,1
98,5,21.204209,92.15084,4.0,2020,24.0,34.0,18.0,12.1,9.0,4.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.33711572160957,6.41938106676981,6.523277689474792,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,21.0,767.0,1
99,5,21.205119,92.150696,5.1,2020,20.0,34.0,10.0,15.5,13.5,5.1,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,7.0,1322.194580078125,1597.94091796875,2029.8190917968752,20.0,767.0,1
100,5,21.205689,92.150533,2.8,2020,20.0,46.0,12.0,7.0,4.0,2.8,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.0,767.0,1
101,5,21.205267,92.151181,7.6,2020,18.0,32.0,15.0,18.0,16.0,7.6,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,1
102,5,21.205371,92.152756,7.0,2020,45.0,60.0,10.5,12.5,9.5,7.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.515369705920962,6.42124058419111,6.524804420104004,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
103,5,21.205484,92.153359,3.5,2020,18.0,48.0,10.0,8.0,6.0,3.5,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.339278468367474,6.42124058419111,6.524804420104004,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.25017261505127,767.0,1
104,5,21.199011,92.148385,8.0,2020,45.0,65.0,25.0,11.3,15.0,8.0,Soil or Earth,Slide,Active,Advancing,Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,459.0,1
105,5,21.198138,92.148305,14.0,2020,42.0,35.0,30.0,20.9,22.0,14.0,Soil or Earth,Complex,Active,Advancing,Successive,6.036085725945588,6.118351071105828,6.22224769381081,2.0,3.0,1322.194580078125,1597.94091796875,2029.8190917968752,25.0,459.0,1
106,8W,21.194538,92.151599,4.5,2020,26.0,85.0,10.0,8.0,6.0,4.5,Soil or Earth,Slide,Active,Advancing,Successive,6.038248472703492,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0,1
107,8W,21.194354,92.151665,10.5,2020,32.0,80.0,15.0,13.0,10.0,10.5,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.515369705920962,6.597331821744598,6.700895646731704,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,1
108,8W,21.194675,92.152502,5.1,2018,24.0,40.0,24.0,12.5,11.0,5.1,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,7.117429697248924,7.19939181307256,8.093006132777385,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.712636947631836,459.0,1
109,8W,21.195246,92.153204,2.0,2020,20.0,40.0,10.0,8.0,5.0,2.0,Soil or Earth,Slide,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,459.0,1
110,8W,21.196417,92.152976,3.5,2020,20.0,40.0,8.0,8.5,5.0,3.5,Soil or Earth,Fall,Active,Widening,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,459.0,1
111,8W,21.194414,92.151099,3.1,2020,25.0,70.0,15.0,5.6,4.0,3.1,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.515369705920962,6.597331821744598,6.700895646731704,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0,1
112,8W,21.195442,92.150112,9.0,2020,46.0,52.0,28.0,12.5,17.0,9.0,Soil or Earth,Complex,Active,Advancing,Successive,6.339278468367474,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,459.0,1
113,8W,21.192208,92.151077,4.0,2020,34.0,59.0,20.0,7.2,9.0,4.0,Soil or Earth,Spread/Creep,Active,"Advancing, Widening",Successive,7.214339736059612,7.29630185188325,7.399865702952492,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.22086715698241,371.0,1
114,8W,21.192208,92.151077,4.0,2020,36.0,50.0,20.0,6.8,9.0,4.0,Soil or Earth,Slide,Active,Advancing,Successive,7.214339736059612,7.29630185188325,7.399865702952492,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.22086715698241,371.0,1
115,8W,21.192943,92.150703,12.0,2020,50.0,60.0,25.0,15.7,20.0,12.0,Soil or Earth,Complex,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,25.0,371.0,1
116,8W,21.195442,92.150112,9.0,2020,45.0,55.0,28.0,12.7,18.0,9.0,Soil or Earth,Complex,Active,Advancing,Successive,6.339278468367474,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,459.0,1
117,8W,21.192943,92.150703,12.0,2020,47.0,62.0,25.0,16.4,20.0,12.0,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,25.0,371.0,1
118,8e,21.193512,92.162416,13.0,2020,26.0,52.0,20.0,27.0,25.0,13.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.35282222738114,6.131847273092464,6.233320725758888,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,23.0,371.0,1
119,8e,21.192761,92.162063,4.2,2020,39.0,58.0,125.0,11.0,6.0,4.2,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.653852223045122,6.733907264420426,6.83538071708685,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,371.0,1
120,8e,21.193661,92.161337,7.8,2020,25.0,40.0,120.0,20.0,15.0,7.8,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.528913464934628,6.608968506309932,6.710441948755598,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0,1
121,8e,21.194492,92.161192,3.7,2020,26.0,40.0,16.0,12.0,8.0,3.7,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.051792231717158,6.131847273092464,6.233320725758888,2.0,7.0,1370.8876953125,1648.37841796875,2082.238037109375,24.0,459.0,1
122,8E,21.195348,92.160793,6.0,2020,35.0,60.0,50.0,10.5,18.0,6.0,Soil or Earth,Complex,Active,Advancing,Successive,6.750762223151862,6.830817264527166,6.932290723750316,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,459.0,1
123,8E,21.193158,92.161817,10.0,2019,35.0,75.0,120.0,17.4,30.0,10.0,Soil or Earth,Complex,Suspended,Advancing,Successive,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0,1
124,7,21.201355,92.163638,8.2,2020,30.0,50.0,20.0,18.0,15.0,8.2,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.35282222738114,6.432877268756444,6.53435072142287,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,1
125,7,21.201817,92.164553,4.5,2020,18.0,42.0,15.0,14.0,9.0,4.5,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.024962158013426,6.409811480509434,6.515415308508138,2.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0,1
126,7,21.202045,92.159217,7.0,2020,42.0,35.0,25.0,10.5,14.0,7.0,Soil or Earth,Complex,Active,Advancing,Successive,6.051792231717158,6.131847273092464,6.233320725758888,1.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,1
127,3,21.207241,92.148942,7.0,2020,20.0,41.0,20.0,19.0,15.8,7.0,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.036085725945588,6.118351071105828,6.22224769381081,1.0,3.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.0,767.0,1
128,6,21.204435,92.158664,7.5,2020,35.0,45.0,10.0,15.5,13.0,7.5,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.640308431778164,6.7222705476018,6.825834383340004,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,1
129,6,21.205708,92.158642,11.0,2020,70.0,80.0,10.0,13.0,12.0,11.0,Soil or Earth,Fall,Active,"Enlarging, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,1
130,6,21.205794,92.158519,3.7,2020,32.0,68.0,15.0,6.0,4.0,3.7,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.038248472703492,6.42124058419111,6.700895646731704,2.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,1
131,6,21.205791,92.157496,8.5,2020,22.0,58.0,25.0,14.0,10.0,8.5,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.737218464138196,7.023300575519072,7.265167100754252,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
132,6,21.202149,92.156556,11.0,2020,34.0,57.0,32.0,19.7,13.0,11.0,Soil or Earth,Complex,Active,"Advancing, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,459.0,1
133,6,21.205537,92.158806,9.0,2019,18.0,44.0,22.0,29.1,16.0,9.0,Soil or Earth,Complex,Active,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0,1
134,2E,21.205842,92.16196,5.5,2020,20.0,50.0,12.0,8.0,7.0,5.5,Soil or Earth,Slide,Dormant,Confined,Successive,6.339278468367474,7.29630181747974,7.502528006618758,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
135,2E,21.206856,92.161132,7.0,2020,20.0,62.0,40.0,10.0,8.0,7.0,Soil or Earth,Slide,Active,"Enlarging, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
136,2E,21.207509,92.162365,4.6,2020,15.0,50.0,13.0,7.0,6.0,4.6,Soil or Earth,Slide,Stabilized,#NULL!,Successive,7.117429697248924,7.19939181307256,7.302955638059666,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0,1
137,2E,21.205633,92.159085,7.0,2019,56.0,52.0,42.0,8.4,14.0,7.0,Soil or Earth,Complex,Active,"Advancing, Widening",Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0,1
138,RC,21.210141,92.166012,6.8,2017,20.0,40.0,25.0,20.0,15.0,6.8,Soil or Earth,Slide,Stabilized,Advancing,Successive,6.941338459695436,7.023300575519072,7.126864411431966,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.25017261505127,611.0,1
139,2W,21.209284,92.153656,4.2,2019,24.0,50.0,18.0,9.5,8.0,4.2,Soil or Earth,Slide,Dormant,"Advancing, Enlarging, Widening",Complex,6.038248472703492,7.19939181307256,7.302955638059666,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.0,767.0,1
140,2W,21.210113,92.154306,9.3,2017,24.0,42.0,30.0,21.5,18.0,9.3,Soil or Earth,Complex,Active,"Advancing, Enlarging, Widening",Complex,6.992490946305828,7.074453062129464,7.178016901451366,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
141,2W,21.209492,92.153831,9.2,2018,18.0,48.0,40.0,22.0,18.0,9.2,Soil or Earth,Complex,Active,"Advancing, Enlarging",Complex,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
142,2W,21.208065,92.154185,13.0,2018,20.0,60.0,30.0,27.0,20.0,13.0,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0,1
143,2W,21.209594,92.158242,5.2,#NULL!,22.0,62.0,60.0,10.0,8.0,5.2,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.737218464138196,6.819180579961832,6.524804420104004,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,1
144,2W,21.207137,92.159944,8.0,2019,40.0,75.0,27.0,12.4,18.0,8.0,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,6.816399701584942,6.89836181740858,7.001925642395684,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.095732688903809,767.0,1
145,2W,21.206541,92.158441,8.0,2019,40.0,60.0,25.0,12.4,12.0,8.0,Soil or Earth,Slide,Active,Advancing,Successive,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.754075050354004,767.0,1
146,2W,21.206971,92.15693,9.0,2019,33.0,65.0,20.0,16.5,12.0,9.0,Soil or Earth,Complex,Suspended,Advancing,Successive,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
147,1W,21.212742,92.156005,5.0,#NULL!,30.0,45.0,16.0,12.0,10.0,5.0,Soil or Earth,Slide,Stabilized,Confined,#NULL!,6.515369705920962,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,1
148,1W,21.211901,92.155645,5.5,2020,20.0,45.0,20.0,13.0,11.0,5.5,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,6.038248472703492,6.42124058419111,6.524804420104004,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.333078384399414,767.0,1
149,1W,21.211478,92.155442,6.6,2020,25.0,47.0,30.0,15.0,13.0,6.6,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Complex,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,1
150,1W,21.211392,92.155212,5.0,2019,20.0,35.0,20.0,15.0,12.0,5.0,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,6.640308464031454,6.722270579855092,6.825834415767984,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.212282180786133,767.0,1
151,1W,21.211016,92.152351,2.1,2020,17.0,30.0,80.0,9.0,6.0,2.1,Soil or Earth,Fall,Active,"Advancing, Widening",Complex,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
152,,2345146.7642777697,413399.3962239204,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,22.0,611.0,0
153,,2344713.6544681946,413435.35472592816,,,,,,,,,,,,,,6.325992153677406,6.585902718062922,6.69150655651826,2.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,7.0,459.0,0
154,,2344958.016551335,412445.4990238101,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
155,,2345498.803811372,412799.953831489,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
156,,2345499.177772517,412234.608039078,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
157,,2344978.616149471,413736.64165876695,,,,,,,,,,,,,,6.502083391230894,6.585902718062922,6.69150655651826,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,459.0,0
158,,2344543.413387903,412901.49618230545,,,,,,,,,,,,,,6.65385219079183,6.733907232167136,6.835380685363898,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,9.462451934814451,459.0,0
159,,2345226.2293426367,413156.32213733054,,,,,,,,,,,,,,6.640308464031454,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,0
160,,2344913.8352791127,413153.78288539697,,,,,,,,,,,,,,7.242368423106126,7.324330538929764,7.427894374667966,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.241588592529297,459.0,0
161,,2345337.0337924305,412506.79312979087,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,767.0,0
162,,2345573.0933872047,412994.1740067679,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
163,,2345138.5554792425,412784.7983857935,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
164,,2345823.2161389687,413651.8590243136,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,611.0,0
165,,2345101.950543476,412332.9425387004,,,,,,,,,,,,,,6.816399701584942,6.89836181740858,7.001925642395684,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.474593162536625,767.0,0
166,,2344625.740428805,412560.85368621926,,,,,,,,,,,,,,6.051792231717158,6.432877268756444,6.53435072142287,2.0,6.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,0
167,,2345393.65326286,413611.9678250589,,,,,,,,,,,,,,7.556441040905138,7.640260367737164,7.74586420844503,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.641864776611328,611.0,0
168,,2344895.824466557,412658.2827845871,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,459.0,0
169,,2345344.3178484375,413653.2762101824,,,,,,,,,,,,,,8.148813788795263,8.23263311562729,8.33823694808084,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,13.67117404937744,611.0,0
170,,2344616.4088566825,413091.1634327445,,,,,,,,,,,,,,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,0
171,,2344817.2484539114,413047.16567436274,,,,,,,,,,,,,,6.515369705920962,7.26633859655969,7.369902427690278,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.170828819274902,459.0,0
172,,2345687.202311655,412612.28087515663,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,778.0,0
173,,2345644.624606812,412714.9370139388,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,778.0,0
174,,2345670.969331871,412563.557230205,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,24.0,767.0,0
175,,2345621.0128069525,412676.9831957722,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,0
176,,2345602.0604010015,412486.5811621297,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,0
177,,2345526.721627067,412613.2768934256,,,,,,,,,,,,,,7.453221795864088,7.535183911687724,7.63874775993854,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.045698165893556,767.0,0
178,,2345424.5732280375,412249.570863219,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
179,,2345712.7708806084,412291.68108146166,,,,,,,,,,,,,,6.339278468367474,6.597331821744598,6.700895646731704,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.10007095336914,767.0,0
180,,2345672.395661344,412262.62820357486,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.07076072692871,767.0,0
181,,2345574.9829251054,412110.3897475,,,,,,,,,,,,,,8.033883654920992,8.115845770744627,6.700895646731704,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,10.7532958984375,767.0,0
182,,2345573.481917768,412388.1460565984,,,,,,,,,,,,,,7.745818645006924,7.82778076083056,7.886532234972914,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
183,,2345386.8166291527,412337.29731233546,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
184,,2345509.8574231192,413210.9145499644,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,0
185,,2345412.035297379,413196.2396154606,,,,,,,,,,,,,,7.582316511524632,7.66427862734827,7.767842473422866,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.05003547668457,767.0,0
186,,2345495.7541915793,413128.3685506148,,,,,,,,,,,,,,6.816399701584942,6.89836181740858,7.001925642395684,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
187,,2345446.005682986,413078.3643937642,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
188,,2345493.2516892487,413009.8441781226,,,,,,,,,,,,,,6.339278468367474,7.023300575519072,7.126864411431966,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,0
189,,2345617.0889731194,413066.6068774097,,,,,,,,,,,,,,6.816399701584942,6.89836181740858,7.001925642395684,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
190,,2345295.435066332,412783.39878589375,,,,,,,,,,,,,,6.99249097497542,7.074453090799056,7.178016930276238,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.045698165893556,767.0,0
191,,2345448.566080351,412741.0666396724,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
192,,2345709.523171277,412805.19873724465,,,,,,,,,,,,,,7.038248459802176,7.120210575625814,7.223774417954426,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.220863342285156,778.0,0
193,,2345669.0467132265,412898.4312717785,,,,,,,,,,,,,,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,778.0,0
194,,2345548.2194550377,412842.0661972136,,,,,,,,,,,,,,6.339278468367474,6.7222705476018,6.825834383340004,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
195,,2345362.6485395688,412673.59505248006,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
196,,2345460.8470490784,412658.5831692919,,,,,,,,,,,,,,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,767.0,0
197,,2346063.2761393967,413429.1052977736,,,,,,,,,,,,,,6.941338427442146,7.023300543265782,7.126864379003984,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.733349800109863,778.0,0
198,,2345998.5627203607,413527.682390404,,,,,,,,,,,,,,6.339278468367474,6.12021058852713,6.700895646731704,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,611.0,0
199,,2345750.7141203564,413615.4683503354,,,,,,,,,,,,,,6.502083391230894,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,14.0,611.0,0
200,,2345567.4964787406,413552.9164388768,,,,,,,,,,,,,,6.024962158013426,6.108781484845452,6.214385312844158,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,15.0,611.0,0
201,,2345649.4962114026,413640.54683849344,,,,,,,,,,,,,,6.97920463161576,8.709754442775386,8.815358266582383,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.170828819274902,611.0,0
