rand_point,Name,descriptio,xcoord,ycoord,Flow_accum,Flow_acc_1,Flow_acc_2,Slope_clas,Flow_direc,Runoff_10y,Runoff_20y,Runoff_50y,Fill_sinks,Basins1
162,C02W_A06,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412994.174006767862011,2345573.093387204688042,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,767.000000000000000
163,C02E_E06,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412784.798385793517809,2345138.555479242466390,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,19.000000000000000,767.000000000000000
164,C02E_A03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413651.859024313627742,2345823.216138968709856,6.515369705920962,6.597331821744598,6.700895646731704,2.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.000000000000000,611.000000000000000
165,C06_A05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412332.942538700415753,2345101.950543475802988,6.816399701584942,6.898361817408580,7.001925642395684,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,12.474593162536623,767.000000000000000
166,C06_D04,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412560.853686219255906,2344625.740428804885596,6.051792231717158,6.432877268756444,6.534350721422870,2.000000000000000,6.000000000000000,1370.887695312500000,1648.378417968750000,2082.238037109375000,15.000000000000000,459.000000000000000
167,C02E_B04,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413611.967825058847666,2345393.653262859676033,7.556441040905138,7.640260367737164,7.745864208445030,1.000000000000000,1.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,13.641864776611328,611.000000000000000
168,C06_B04,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412658.282784587063361,2344895.824466557241976,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,459.000000000000000
169,C07_A07,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413653.276210182404611,2345344.317848437931389,8.148813788795263,8.232633115627291,8.338236948080841,1.000000000000000,0.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,13.671174049377441,611.000000000000000
170,C07_E05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413091.163432744448073,2344616.408856682479382,6.051792231717158,6.131847273092464,6.233320725758888,1.000000000000000,3.000000000000000,1370.887695312500000,1648.378417968750000,2082.238037109375000,15.000000000000000,459.000000000000000
171,C07_F03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413047.165674362739082,2344817.248453911393881,6.515369705920962,7.266338596559690,7.369902427690278,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.170828819274902,459.000000000000000
172,C02W_C01,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412612.280875156633556,2345687.202311655040830,6.038248472703492,6.120210588527130,6.223774424440022,2.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,22.000000000000000,778.000000000000000
173,C02W_C02,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412714.937013938790187,2345644.624606811907142,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,21.000000000000000,778.000000000000000
174,C02W_C08,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412563.557230204984080,2345670.969331870786846,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,24.000000000000000,767.000000000000000
175,C02W_C03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412676.983195772278123,2345621.012806952465326,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,3.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,21.000000000000000,767.000000000000000
176,C02W_C07,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412486.581162129703443,2345602.060401001945138,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,21.000000000000000,767.000000000000000
177,C02W_C04,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412613.276893425558228,2345526.721627066843212,7.453221795864088,7.535183911687724,7.638747759938540,1.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.045698165893555,767.000000000000000
178,C02W_D06,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412249.570863218978047,2345424.573228037916124,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000
179,C02W_D01,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412291.681081461720169,2345712.770880608353764,6.339278468367474,6.597331821744598,6.700895646731704,2.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.100070953369141,767.000000000000000
180,C02W_D08,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412262.628203574859072,2345672.395661343820393,6.515369705920962,6.597331821744598,6.700895646731704,1.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.070760726928711,767.000000000000000
181,C02W_D07,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412110.389747499953955,2345574.982925105374306,8.033883654920992,8.115845770744627,6.700895646731704,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,10.753295898437500,767.000000000000000
182,C02W_D03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412388.146056598401628,2345573.481917768251151,7.745818645006924,7.827780760830560,7.886532234972914,1.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000
183,C02W_D05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412337.297312335460447,2345386.816629153210670,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000
184,C02W_A02,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413210.914549964421894,2345509.857423119246960,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,20.000000000000000,767.000000000000000
185,C02W_A01,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413196.239615460624918,2345412.035297378897667,7.582316511524632,7.664278627348270,7.767842473422866,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.050035476684570,767.000000000000000
186,C02W_A03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413128.368550614803098,2345495.754191579297185,6.816399701584942,6.898361817408580,7.001925642395684,1.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,19.000000000000000,767.000000000000000
187,C02W_A04,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413078.364393764175475,2345446.005682986695319,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000
188,C02W_A05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413009.844178122584708,2345493.251689249183983,6.339278468367474,7.023300575519072,7.126864411431966,1.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.000000000000000,767.000000000000000
189,C02W_A07,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413066.606877409678418,2345617.088973119389266,6.816399701584942,6.898361817408580,7.001925642395684,1.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,767.000000000000000
190,C02W_B05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412783.398785893805325,2345295.435066332109272,6.992490974975420,7.074453090799056,7.178016930276238,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.045698165893555,767.000000000000000
191,C02W_B06,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412741.066639672382735,2345448.566080350894481,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,19.000000000000000,767.000000000000000
192,C02W_B01,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412805.198737244645599,2345709.523171277251095,7.038248459802176,7.120210575625814,7.223774417954426,1.000000000000000,1.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.220863342285156,778.000000000000000
193,C02W_B02,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412898.431271778536029,2345669.046713226474822,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,778.000000000000000
194,C02W_B03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412842.066197213542182,2345548.219455037731677,6.339278468367474,6.722270547601800,6.825834383340004,1.000000000000000,3.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,767.000000000000000
195,C02W_B07,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412673.595052480115555,2345362.648539568763226,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000
196,C02W_B08,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",412658.583169291901868,2345460.847049078438431,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.000000000000000,767.000000000000000
197,C02E_A01,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413429.105297773552593,2346063.276139396708459,6.941338427442146,7.023300543265782,7.126864379003984,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,12.733349800109863,778.000000000000000
198,C02E_A02,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413527.682390403992031,2345998.562720360700041,6.339278468367474,6.120210588527130,6.700895646731704,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.000000000000000,611.000000000000000
199,C02E_A04,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413615.468350335373543,2345750.714120356366038,6.502083391230894,6.585902718062922,6.691506556518260,1.000000000000000,2.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,14.000000000000000,611.000000000000000
200,C02E_A07,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413552.916438876767643,2345567.496478740591556,6.024962158013426,6.108781484845452,6.214385312844158,1.000000000000000,4.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,15.000000000000000,611.000000000000000
201,C02E_A05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413640.546838493435644,2345649.496211402583867,6.979204631615760,8.709754442775386,8.815358266582383,1.000000000000000,1.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,13.170828819274902,611.000000000000000
202,C02E_A06,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413555.150517322006635,2345586.186265563126653,6.024962158013426,6.108781484845452,6.214385312844158,1.000000000000000,7.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,15.000000000000000,611.000000000000000
203,C02E_B05,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413476.498263340734411,2345403.513986488338560,7.229082108416058,7.312901435248086,7.418505262363400,1.000000000000000,4.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,15.000000000000000,611.000000000000000
204,C02E_B01,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413653.390810722485185,2345588.916903255973011,6.325992153677406,6.710841443920124,6.816445271035438,1.000000000000000,1.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,13.270897865295410,611.000000000000000
205,C02E_B02,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413644.241626619186718,2345532.694025937467813,6.325992153677406,6.409811480509434,6.515415308508138,2.000000000000000,1.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,13.370966911315918,611.000000000000000
206,C02E_B03,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">

<head>

<META http-equiv=""Content-Type"" content=""text/html"">

<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">

</head>

<body style=""mar",413522.102106565376744,2345509.156063678674400,6.502083391230894,6.585902718062922,6.691506556518260,1.000000000000000,2.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,14.000000000000000,611.000000000000000
