Landslide_,Camp_name,Latitude,Longitude,Elevation,Date_of_mo,General_sl,Slided_slo,Width (m),Length_pre,Length_aft,Depth (m),Material,Movement_t,State,Distributi,Style,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,accumulati,accumula_1,accumula_2,slope_clas,flow_direc,10yr_runof,20yr_runof,50yr_runof,fill_sinks,basins1
"142",2W,21.208065000000001,92.154184999999998,13.000000000000000,"2018","20","60",30.000000000000000,27.000000000000000,20.000000000000000,13.000000000000000,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,,,,,,,,,,,,,,,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,14.000000000000000,767.000000000000000
"143",2W,21.209593999999999,92.158242000000001,5.200000000000000,#NULL!,"22","62",60.000000000000000,10.000000000000000,8.000000000000000,5.200000000000000,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,,,,,,,,,,,,,,,6.737218464138196,6.819180579961832,6.524804420104004,2.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,19.000000000000000,767.000000000000000
"144",2W,21.207136999999999,92.159943999999996,8.000000000000000,"2019","40","75",27.000000000000000,12.400000000000000,18.000000000000000,8.000000000000000,Soil or Earth,Slide,Active,"Advancing, Widening",Successive,,,,,,,,,,,,,,,6.816399701584942,6.898361817408580,7.001925642395684,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.095732688903809,767.000000000000000
"145",2W,21.206541000000001,92.158440999999996,8.000000000000000,"2019","40","60",25.000000000000000,12.400000000000000,12.000000000000000,8.000000000000000,Soil or Earth,Slide,Active,Advancing,Successive,,,,,,,,,,,,,,,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,12.754075050354004,767.000000000000000
"146",2W,21.206970999999999,92.156930000000003,9.000000000000000,"2019","33","65",20.000000000000000,16.500000000000000,12.000000000000000,9.000000000000000,Soil or Earth,Complex,Suspended,Advancing,Successive,,,,,,,,,,,,,,,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.000000000000000,767.000000000000000
"147",1W,21.212741999999999,92.156004999999993,5.000000000000000,#NULL!,"30","45",16.000000000000000,12.000000000000000,10.000000000000000,5.000000000000000,Soil or Earth,Slide,Stabilized,Confined,#NULL!,,,,,,,,,,,,,,,6.515369705920962,6.597331821744598,6.700895646731704,2.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,20.000000000000000,767.000000000000000
"148",1W,21.211901000000001,92.155645000000007,5.500000000000000,"2020","20","45",20.000000000000000,13.000000000000000,11.000000000000000,5.500000000000000,Soil or Earth,Slide,Active,"Advancing, Enlarging",Successive,,,,,,,,,,,,,,,6.038248472703492,6.421240584191110,6.524804420104004,2.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.333078384399414,767.000000000000000
"149",1W,21.211478000000000,92.155441999999994,6.600000000000000,"2020","25","47",30.000000000000000,15.000000000000000,13.000000000000000,6.600000000000000,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Complex,,,,,,,,,,,,,,,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,21.000000000000000,767.000000000000000
"150",1W,21.211392000000000,92.155212000000006,5.000000000000000,"2019","20","35",20.000000000000000,15.000000000000000,12.000000000000000,5.000000000000000,Soil or Earth,Slide,Active,"Advancing, Enlarging, Widening",Successive,,,,,,,,,,,,,,,6.640308464031454,6.722270579855092,6.825834415767984,2.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.212282180786133,767.000000000000000
"151",1W,21.211016000000001,92.152350999999996,2.100000000000000,"2020","17","30",80.000000000000000,9.000000000000000,6.000000000000000,2.100000000000000,Soil or Earth,Fall,Active,"Advancing, Widening",Complex,,,,,,,,,,,,,,,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.000000000000000,767.000000000000000
