Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,MonthlyRainfall
2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,15.0
2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,5,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,22.0,8.0,71.0,23.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,51.0,244.0
2008,6,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,18.0,360.0,1.0,5.0,1.0,0.0,3.0,22.0,121.0,7.0,67.0,27.0,30.0,2.0,62.0,1.0,0.0,5.0,250.0,49.0,88.0,187.0,0.0,1318.0
2008,7,152.0,94.0,134.0,45.0,89.0,132.0,35.0,64.0,24.0,2.0,42.0,12.0,31.0,70.0,125.0,4.0,32.0,70.0,6.0,27.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,9.0,8.0,35.0,1275.0
2008,8,13.0,0.0,3.0,0.0,0.0,40.0,27.0,0.0,2.0,15.0,7.0,30.0,37.0,14.0,55.0,64.0,50.0,117.0,47.0,11.0,1.0,1.0,0.0,6.0,3.0,0.0,1.0,13.0,10.0,57.0,40.0,664.0
2008,9,13.0,0.0,3.0,8.0,19.0,13.0,0.0,3.0,1.0,0.0,1.0,10.0,27.0,18.0,27.0,4.0,3.0,40.0,0.0,2.0,3.0,14.0,29.0,3.0,0.0,4.0,24.0,96.0,22.0,0.0,0.0,387.0
2008,10,0.0,27.0,6.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,15.0,66.0,1.0,0.0,0.0,0.0,184.0
2008,11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
2009,5,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,93.0,2.0,0.0,0.0,51.0,2.0,241.0
2009,6,9.0,14.0,33.0,0.0,18.0,4.0,10.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,46.0,107.0,45.0,0.0,324.0
2009,7,8.0,41.0,69.0,0.0,6.0,6.0,61.0,74.0,84.0,57.0,43.0,33.0,0.0,2.0,25.0,35.0,48.0,1.0,0.0,0.0,29.0,30.0,15.0,36.0,1.0,0.0,54.0,36.0,35.0,117.0,25.0,971.0
2009,8,68.0,29.0,3.0,0.0,28.0,43.0,43.0,54.0,26.0,5.0,11.0,9.0,1.0,18.0,0.0,3.0,0.0,12.0,47.0,44.0,95.0,59.0,207.0,1.0,0.0,19.0,96.0,16.0,0.0,0.0,7.0,944.0
2009,9,1.0,1.0,4.0,7.0,12.0,15.0,4.0,57.0,68.0,2.0,0.0,2.0,44.0,105.0,0.0,0.0,13.0,0.0,21.0,20.0,20.0,24.0,47.0,3.0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,485.0
2009,10,0.0,0.0,35.0,24.0,4.0,4.0,3.0,4.0,2.0,39.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,15.0
2010,4,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2010,5,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,185.0,68.0,87.0,162.0,89.0,2.0,56.0,1.0,21.0,7.0,11.0,717.0
2010,6,24.0,0.0,0.0,2.0,17.0,12.0,0.0,0.0,0.0,41.0,2.0,15.0,75.0,78.0,132.0,186.0,25.0,36.0,9.0,96.0,2.0,4.0,1.0,1.0,48.0,38.0,46.0,29.0,22.0,41.0,0.0,982.0
2010,7,2.0,1.0,0.0,4.0,3.0,18.0,5.0,7.0,34.0,49.0,35.0,81.0,70.0,5.0,1.0,0.0,6.0,0.0,13.0,6.0,0.0,57.0,9.0,7.0,20.0,39.0,10.0,0.0,0.0,2.0,12.0,496.0
2010,8,27.0,1.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,8.0,9.0,61.0,11.0,11.0,29.0,1.0,10.0,18.0,6.0,0.0,0.0,0.0,21.0,4.0,48.0,12.0,57.0,17.0,73.0,59.0,501.0
2010,9,10.0,4.0,0.0,8.0,1.0,5.0,1.0,3.0,19.0,0.0,36.0,21.0,23.0,12.0,40.0,14.0,0.0,6.0,0.0,5.0,1.0,1.0,0.0,7.0,2.0,35.0,0.0,1.0,0.0,2.0,0.0,257.0
2010,10,0.0,0.0,0.0,0.0,0.0,27.0,80.0,95.0,81.0,17.0,17.0,0.0,3.0,21.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,375.0
2010,11,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2010,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2011,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
2011,4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,16.0,0.0,0.0,123.0
2011,5,0.0,0.0,0.0,4.0,13.0,13.0,1.0,11.0,0.0,0.0,2.0,22.0,0.0,8.0,0.0,0.0,0.0,14.0,8.0,21.0,0.0,54.0,41.0,4.0,0.0,14.0,0.0,2.0,1.0,30.0,33.0,296.0
2011,6,29.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,98.0,2.0,3.0,0.0,6.0,4.0,24.0,64.0,71.0,145.0,10.0,16.0,26.0,59.0,21.0,24.0,17.0,67.0,54.0,79.0,70.0,0.0,926.0
2011,7,18.0,48.0,0.0,45.0,0.0,0.0,8.0,0.0,11.0,0.0,29.0,0.0,0.0,5.0,11.0,5.0,1.0,62.0,119.0,163.0,231.0,80.0,4.0,25.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,877.0
2011,8,14.0,90.0,4.0,32.0,57.0,58.0,159.0,97.0,218.0,161.0,99.0,14.0,41.0,0.0,0.0,28.0,28.0,1.0,12.0,8.0,1.0,7.0,43.0,35.0,6.0,2.0,2.0,4.0,0.0,5.0,0.0,1226.0
2011,9,5.0,13.0,16.0,0.0,0.0,4.0,76.0,106.0,87.0,43.0,0.0,0.0,18.0,16.0,58.0,148.0,42.0,18.0,5.0,0.0,1.0,14.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0
2011,10,25.0,18.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,44.0,70.0,0.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
2011,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0
2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,3,0.0,5.0,13.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
2012,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,15.0,13.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,148.0
2012,5,27.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,2.0,2.0,254.0
2012,6,17.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,5.0,111.0,118.0,170.0,79.0,0.0,10.0,3.0,30.0,19.0,37.0,81.0,104.0,15.0,240.0,4.0,16.0,15.0,0.0,1102.0
2012,7,0.0,0.0,6.0,19.0,19.0,30.0,24.0,11.0,21.0,23.0,31.0,43.0,18.0,27.0,30.0,43.0,77.0,67.0,82.0,6.0,0.0,26.0,32.0,21.0,66.0,15.0,64.0,76.0,100.0,85.0,68.0,1130.0
2012,8,49.0,23.0,15.0,12.0,29.0,73.0,41.0,120.0,81.0,11.0,63.0,33.0,105.0,8.0,0.0,4.0,3.0,0.0,1.0,55.0,10.0,0.0,6.0,15.0,7.0,0.0,0.0,28.0,8.0,0.0,1.0,801.0
2012,9,1.0,28.0,0.0,4.0,54.0,0.0,0.0,1.0,20.0,17.0,35.0,42.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,9.0,15.0,1.0,0.0,2.0,1.0,5.0,0.0,302.0
2012,10,1.0,2.0,23.0,67.0,29.0,2.0,0.0,2.0,0.0,9.0,106.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0
2012,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2012,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2013,5,0.0,0.0,0.0,0.0,72.0,22.0,76.0,54.0,19.0,0.0,0.0,0.0,0.0,1.0,58.0,17.0,14.0,0.0,0.0,0.0,11.0,20.0,78.0,14.0,79.0,63.0,10.0,19.0,17.0,34.0,22.0,700.0
2013,6,44.0,0.0,0.0,27.0,0.0,3.0,23.0,70.0,29.0,58.0,29.0,14.0,15.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,0.0,1.0,34.0,36.0,38.0,62.0,191.0,184.0,0.0,876.0
2013,7,41.0,5.0,7.0,3.0,6.0,0.0,0.0,0.0,48.0,13.0,3.0,4.0,50.0,76.0,1.0,0.0,1.0,27.0,38.0,32.0,7.0,11.0,0.0,0.0,20.0,99.0,74.0,65.0,76.0,24.0,41.0,772.0
2013,8,65.0,14.0,1.0,0.0,0.0,5.0,15.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,15.0,119.0,334.0,92.0,71.0,98.0,8.0,0.0,0.0,1.0,2.0,8.0,89.0,34.0,25.0,0.0,1000.0
2013,9,4.0,7.0,33.0,14.0,3.0,43.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,7.0,6.0,1.0,2.0,59.0,0.0,1.0,0.0,0.0,2.0,1.0,9.0,3.0,15.0,4.0,0.0,6.0,0.0,237.0
2013,10,0.0,0.0,34.0,27.0,63.0,102.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,2.0,0.0,3.0,7.0,114.0,1.0,0.0,0.0,0.0,420.0
2013,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2014,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2014,5,6.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,16.0,24.0,0.0,139.0
2014,6,2.0,0.0,9.0,11.0,3.0,0.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,36.0,54.0,90.0,45.0,139.0,91.0,2.0,67.0,17.0,8.0,25.0,41.0,0.0,677.0
2014,7,5.0,19.0,49.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,21.0,79.0,54.0,16.0,116.0,128.0,99.0,40.0,16.0,4.0,0.0,0.0,0.0,5.0,7.0,5.0,717.0
2014,8,8.0,8.0,16.0,32.0,63.0,7.0,29.0,2.0,6.0,7.0,45.0,18.0,8.0,19.0,20.0,70.0,78.0,24.0,0.0,51.0,2.0,22.0,0.0,42.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,611.0
2014,9,7.0,0.0,0.0,17.0,3.0,9.0,0.0,2.0,8.0,0.0,0.0,3.0,2.0,0.0,10.0,4.0,0.0,0.0,13.0,1.0,22.0,4.0,5.0,140.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,264.0
2014,10,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0
2014,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0
2015,4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
2015,5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,3.0,0.0,96.0
2015,6,0.0,0.0,0.0,0.0,0.0,18.0,5.0,40.0,61.0,49.0,0.0,28.0,0.0,2.0,45.0,27.0,26.0,0.0,2.0,3.0,2.0,70.0,75.0,99.0,467.0,210.0,263.0,81.0,0.0,0.0,0.0,1573.0
2015,7,3.0,18.0,15.0,0.0,0.0,0.0,0.0,17.0,74.0,70.0,3.0,0.0,0.0,6.0,0.0,4.0,10.0,85.0,87.0,68.0,1.0,16.0,67.0,46.0,154.0,116.0,202.0,87.0,75.0,108.0,68.0,1400.0
2015,8,208.0,2.0,0.0,0.0,4.0,32.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,60.0,102.0,35.0,24.0,24.0,32.0,0.0,4.0,6.0,7.0,0.0,0.0,19.0,12.0,58.0,20.0,657.0
2015,9,160.0,170.0,58.0,1.0,0.0,5.0,1.0,0.0,0.0,8.0,2.0,0.0,6.0,15.0,2.0,2.0,0.0,0.0,30.0,84.0,33.0,1.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0
2015,10,5.0,0.0,4.0,7.0,0.0,0.0,44.0,15.0,78.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,207.0
2015,11,15.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2015,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,25.0
2016,4,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0
2016,5,0.0,23.0,15.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,76.0,93.0,69.0,0.0,25.0,9.0,21.0,0.0,0.0,2.0,0.0,2.0,359.0
2016,6,0.0,0.0,0.0,8.0,1.0,0.0,96.0,19.0,29.0,145.0,84.0,23.0,44.0,79.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,538.0
2016,7,25.0,20.0,66.0,68.0,137.0,118.0,108.0,0.0,8.0,34.0,40.0,91.0,13.0,15.0,68.0,38.0,67.0,66.0,11.0,0.0,1.0,0.0,1.0,16.0,0.0,9.0,2.0,11.0,71.0,3.0,6.0,1113.0
2016,8,26.0,0.0,0.0,5.0,15.0,12.0,61.0,5.0,35.0,57.0,33.0,3.0,46.0,0.0,0.0,3.0,6.0,25.0,0.0,0.0,30.0,20.0,0.0,33.0,39.0,0.0,9.0,2.0,0.0,2.0,5.0,472.0
