fid,fid_new1,fclass,name,maxspeed,length,combined_id_min,combined_id_max,DN_mean,time_needed (min)
"6836","6836",path,,"10","29.9429502921841","26207","48972","6.5","0.179657701753104"
"6837","6837",path,,"10","21.5627062976354","26070","48972","7","0.129376237785812"
"6838","6838",path,,"10","20.4245338129422","26070","26377","7","0.122547202877653"
"6839","6839",path,,"10","7.96034366442205","26377",CXB-209_D041_02,"7","0.0477620619865323"
"6840","6840",path,,"10","20.1811021429131","26077",CXB-209_D041_02,"7","0.121086612857479"
"6841","6841",path,,"10","71.8989153555736","26185","26257","6.5","0.431393492133442"
"6842","6842",path,,"10","8.92817603572064","26185","26585","6.5","0.0535690562143238"
"6843","6843",path,,"10","44.3294763260218","26374","26585","6.666667","0.265976857956131"
"6844","6844",path,,"10","21.9903001322729","26417","49345","8","0.131941800793637"
"6845","6845",path,,"10","26.5385116363395","10697","26417","8","0.159231069818037"
"6846","6846",path,,"10","17.632928927508","10697","26124","7","0.105797573565048"
"6847","6847",path,,"10","22.4330618594573","26106","26321","6.5","0.134598371156744"
"6848","6848",path,,"10","25.0663053135486","26114","26321","7","0.150397831881291"
"6849","6849",path,,"10","16.2758828411359","26113","26114","7","0.0976552970468157"
"6850","6850",path,,"10","21.400017257116","49341","53851","7.5","0.128400103542696"
"6851","6851",path,,"10","19.7080708236021","26125","26129","6","0.118248424941613"
"6852","6852",path,,"10","19.9615489265744","26124","26125","6","0.119769293559447"
"6853","6853",path,,"10","12.5685820402217","10698","26129","6.5","0.07541149224133"
"6854","6854",path,,"10","32.7853301189583","26129","26133","6","0.19671198071375"
"6856","6856",path,,"10","28.2384096985715","10694","26140","6","0.169430458191429"
"6857","6857",path,,"10","1.00499867378717","26140","26141","6","0.00602999204272302"
"6858","6858",path,,"10","15.1886978356746","26141","26153","6","0.0911321870140476"
"6859","6859",path,,"10","64.696479459056","26153","26161","6","0.388178876754336"
"6860","6860",path,,"10","15.7068736094107","26153","26171","6","0.0942412416564642"
"6861","6861",path,,"10","5.92474546036077","10681","26161","6","0.0355484727621646"
"6862","6862",path,,"10","32.3178962323612","26161","26593","6","0.193907377394167"
"6863","6863",path,,"10","50.8505867909247","26171","26593","6.5","0.305103520745548"
"6864","6864",path,,"10","16.2293873565669","18584","26171","6","0.0973763241394014"
"6865","6865",path,,"10","20.6275106547491","10665","49108","6","0.123765063928494"
"6866","6866",path,,"10","43.4528857091308","26185","49108","6","0.260717314254785"
"6867","6867",path,,"10","23.2417802720626","18416","26185","6.333333","0.139450681632376"
"6868","6868",path,,"10","32.370038479063","18416","26193","6.5","0.194220230874378"
"6869","6869",path,,"10","7.97265534382377","26193","26579","7","0.0478359320629426"
"6870","6870",path,,"10","51.8566480351184","26579","6040","6.5","0.31113988821071"
"6871","6871",path,,"10","63.5378761182664","6040","6045","6.5","0.381227256709598"
"6872","6872",path,,"10","11.5654330822683","26207","26214","6","0.0693925984936096"
"6873","6873",path,,"10","60.8785479436453","26214","26581","6","0.365271287661872"
"6874","6874",path,,"10","12.0229163732366","26581","26588","6","0.0721374982394194"
"6875","6875",path,,"10","5.36336141305487","10665","26588","6","0.0321801684783292"
"6876","6876",path,,"10","58.7139579322406","20537","26225","6.5","0.352283747593443"
"6877","6877",path,,"10","51.0548866307221","18544","25160","7.5","0.306329319784333"
"6878","6878",path,,"10","6.20669824300996","26232","26238","7","0.0372401894580598"
"6879","6879",path,,"10","33.1510708720889","18409","26368","7","0.198906425232533"
"6880","6880",path,,"10","4.26516002508928","26238","26368","7","0.0255909601505357"
"6881","6881",path,,"10","38.9782596471584","25160","26232","7.5","0.23386955788295"
"6882","6882",path,,"10","28.9353096943654","18406","25148","6","0.173611858166193"
"6883","6883",path,,"10","13.0770821700616","25148","26257","6.5","0.0784624930203695"
"6884","6884",path,,"10","22.9859253791337","18584","26257","6.5","0.137915552274802"
"6885","6885",path,,"10","17.2881778340866","26113","26266","7","0.10372906700452"
"6886","6886",path,,"10","6.46674924451244","18591","26113","6.5","0.0388004954670746"
"6887","6887",path,,"10","11.7652856292357","1644","26266","6.5","0.070591713775414"
"6888","6888",path,,"10","28.4102628061726","26268","54893","7","0.170461576837036"
"6889","6889",path,,"10","46.3282509537464","26291",CXB-211_E064 _03,"7","0.277969505722479"
"6890","6890",path,,"10","6.73596897081118","26268","26291","7","0.0404158138248671"
"6891","6891",path,,"10","23.690750523596","26268","26285","7","0.142144503141576"
"6892","6892",path,,"10","10.2772686224867","26285","54879","7","0.0616636117349205"
"6893","6893",path,,"10","32.3742486483456","25182","26291","7","0.194245491890074"
"6894","6894",path,,"10","4.80159060994729","26292","26304","7","0.0288095436596838"
"6895","6895",path,,"10","33.7246134951105","26292","26305","7","0.202347680970663"
"6896","6896",path,,"10","7.75544384741135","26193","26304","7","0.0465326630844681"
"6897","6897",path,,"10","18.7911040952739","26304","26305","7","0.112746624571643"
"6899","6899",path,,"10","41.6808444163386","18415","26373","6.5","0.250085066498032"
"6900","6900",path,,"10","17.0032399180835","25153","49104","7","0.102019439508501"
"6901","6901",path,,"10","15.4334542750841","18569","49104","8","0.0926007256505044"
"6902","6902",path,,"10","38.8712991768739","26114","26321","7","0.233227795061243"
"6903","6903",path,,"10","20.8359563506142","26328","49349","6","0.125015738103685"
"6904","6904",path,,"10","20.8359563506142","26328",CXB-209_D041_04,"6","0.125015738103685"
"6905","6905",path,,"10","20.8359563506142","26332",CXB-209_D041_04,"6.5","0.125015738103685"
"6906","6906",path,,"10","20.0332941836056","18588","26332","6.5","0.120199765101634"
"6907","6907",path,,"10","27.1901519679109","10879","18569","8","0.163140911807465"
"6908","6908",path,,"10","30.7570163116736","10879","18580","7","0.184542097870042"
"6909","6909",path,,"10","37.4678874000417","26355","54893","7.5","0.22480732440025"
"6910","6910",path,,"10","9.41776792486153","25165","26355","8","0.0565066075491692"
"6911","6911",path,,"10","7.01656329404617","18557","49105","8","0.042099379764277"
"6912","6912",path,,"10","40.3991741429472","26368","49105","7","0.242395044857683"
"6913","6913",path,,"10","21.6706458068303","26368","26373","6.5","0.130023874840982"
"6914","6914",path,,"10","61.9209695881272","25172","26373","6.5","0.371525817528763"
"6915","6915",path,,"10","50.9460447514725","26374","26376","6.5","0.305676268508835"
"6916","6916",path,,"10","15.0264356008403","26377","48973","7","0.0901586136050419"
"6918","6918",path,,"10","13.8007572622215","48969",CXB-209_D041_02,"7","0.0828045435733289"
"6920","6920",path,,"10","32.8550361803014","26397","6061","6","0.197130217081808"
"6921","6921",path,,"10","54.6325325607732","26397","26399","6","0.327795195364639"
"6922","6922",path,,"10","17.2524400955068","26376","26397","6","0.103514640573041"
"6923","6923",path,,"10","11.2131841127598","26376","6060","6.5","0.067279104676559"
"6924","6924",path,,"10","45.0025249903669","26437","26455","7","0.270015149942201"
"6925","6925",path,,"10","16.3428436369222","26455","26461","7","0.0980570618215331"
"6926","6926",path,,"10","63.6778633718668","26417","26461","7.5","0.382067180231201"
"6927","6927",path,,"10","13.9768878016058","51609","51611","6","0.0838613268096347"
"6928","6928",path,,"10","83.7546753165604","51611","53851","6.5","0.502528051899362"
"6929","6929",path,,"10","12.9631225956764","26432","26436","6","0.0777787355740582"
"6930","6930",path,,"10","5.32926863071393","1468","51613","6","0.0319756117842836"
"6931","6931",path,,"10","4.51811814148928","26432","51613","6","0.0271087088489357"
"6932","6932",path,,"10","21.5550235583195","26436","26437","6.5","0.129330141349917"
"6933","6933",path,,"10","65.4208441806658","26437",HF_048,"7","0.392525065083995"
"6934","6934",path,,"10","65.4208441806658","49036",HF_048,"6.5","0.392525065083995"
"6936","6936",path,,"10","43.4838194409272","10678",CXB-209_D041_03,"6.5","0.260902916645563"
"6937","6937",path,,"10","43.4838194409272","26457",CXB-209_D041_03,"6.5","0.260902916645563"
"6938","6938",path,,"10","39.3448795345061","10685","26457","6.5","0.236069277207037"
"6939","6939",path,,"10","44.7524378003182","26455","26457","7","0.268514626801909"
"6940","6940",path,,"10","70.4604732390152","10690","26461","6.5","0.422762839434091"
"6941","6941",path,,"10","78.2518426456395","10892","18589","7","0.469511055873837"
"6942","6942",path,,"10","4.3209871828883","26470","27780","6","0.0259259230973298"
"6943","6943",path,,"10","5.50453757065971","26470","8077","6","0.0330272254239583"
"6944","6944",path,,"10","5.07582923970262","28153","54887","7","0.0304549754382157"
"6945","6945",path,,"10","53.3621671594698","27769","54887","6.5","0.320173002956819"
"6946","6946",path,,"10","37.7416391844324","26484","27769","6.5","0.226449835106594"
"6947","6947",path,,"10","45.7053196195559","18293","26484","6.5","0.274231917717335"
"6948","6948",path,,"10","15.7807041100237","18293","26494","6","0.0946842246601423"
"6949","6949",path,,"10","14.1785406008854","26494","28289","6.5","0.0850712436053126"
"6950","6950",path,,"10","19.771655488174","28236","28289","7","0.118629932929044"
"6951","6951",path,,"10","11.2584227780778","18351","28236","7","0.0675505366684666"
"6952","6952",path,,"10","8.84614391513809","18351","54649","6.5","0.0530768634908285"
"6953","6953",path,,"10","11.7893066005751","47253","54649","6","0.0707358396034505"
"6954","6954",path,,"10","15.4444096224264","47253","47305","6","0.0926664577345586"
"6955","6955",path,,"10","12.5763665040416","20597","47305","6","0.0754581990242499"
"6956","6956",path,,"10","17.2204249531091","20597","47313","6","0.103322549718655"
"6957","6957",path,,"10","27.1153859821633","47296","47313","6","0.16269231589298"
"6958","6958",path,,"10","5.40864643582458","20443","47296","6","0.0324518786149475"
"6959","6959",path,,"10","12.8086952236133","20443",NS-INF-08W-CEF-RPV-18,"6","0.0768521713416796"
"6960","6960",path,,"10","45.6674934952428","26541",NS-INF-08W-CEF-RPV-18,"6","0.274004960971457"
"6961","6961",path,,"10","54.4834071832633","26541",CXB-211_F065 _03,"6","0.32690044309958"
"6962","6962",path,,"10","54.4834071832633","60591",CXB-211_F065 _03,"6","0.32690044309958"
"6963","6963",path,,"10","14.2852745691757","26553","60591","6","0.0857116474150544"
"6964","6964",path,,"10","14.0037634953341","11300","26553","6","0.0840225809720046"
"6965","6965",path,,"10","99.9114711728956","11300","13015","6","0.599468827037373"
"6966","6966",path,,"10","21.4526229138788","13015","54965","6","0.128715737483273"
"6967","6967",path,,"10","13.6433891360329","13432","54965","6","0.0818603348161972"
"6968","6968",path,,"10","14.5737141324014","13432","28216","6","0.0874422847944084"
"6969","6969",path,,"10","88.8409022757389","28216","28472","6","0.533045413654433"
"6970","6970",path,,"10","30.0269863766512","18425",CXB-209_D041_05,"6","0.180161918259907"
"6971","6971",path,,"10","30.0269863766512","26579",CXB-209_D041_05,"6.5","0.180161918259907"
"6972","6972",path,,"10","21.5517663456801","26581","26584","6","0.12931059807408"
"6973","6973",path,,"10","71.4570560546034","26585","26588","6.5","0.428742336327621"
"6974","6974",path,,"10","14.4689878834897","10674","49109","6","0.0868139273009382"
"6975","6975",path,,"10","19.4086684133482","26593","49109","6","0.116452010480089"
"6976","6976",path,,"10","19.2850376989847","26783","49127","6.5","0.115710226193908"
"6977","6977",path,,"10","4.70782961576046","26608","49127","7","0.0282469776945628"
"6978","6978",path,,"10","31.8486765378731","26608","26612","6.5","0.191092059227239"
"6979","6979",path,,"10","4.70899227522444","26612","5433","6","0.0282539536513467"
"6980","6980",path,,"10","29.963598748832","26620","5445","8","0.179781592492992"
"6981","6981",path,,"10","9.86142348674841","26620","26629","7","0.0591685409204904"
"6982","6982",path,,"10","39.4227966527802","26739","5425","6.5","0.236536779916681"
"6983","6983",path,,"10","17.5761561713707","26629","26739","7","0.105456937028224"
"6985","6985",path,,"10","24.3291635037219","5063","5247","6","0.145974981022331"
"6986","6986",path,,"10","24.1403541408189","5197","5247","6","0.144842124844914"
"6987","6987",path,,"10","13.5181970205249","5197",CXB-211_D063 _03,"6","0.0811091821231492"
"6988","6988",path,,"10","13.5181970205249","26644",CXB-211_D063 _03,"6","0.0811091821231492"
"6989","6989",path,,"10","17.8645355000539","26644","49093","6","0.107187213000323"
"6990","6990",path,,"10","61.1069155502851","49093","54773","6.5","0.36664149330171"
"6991","6991",path,,"10","13.8832261806354","54769","54773","7","0.0832993570838125"
"6992","6992",path,,"10","21.0301763382108","54769","5833","7","0.126181058029265"
"6993","6993",path,,"10","11.4466578424323","26664","5833","7","0.0686799470545938"
"6994","6994",path,,"10","54.8294599635563","26664","26671","7","0.328976759781338"
"6995","6995",path,,"10","16.0773708526421","26671","5813","7","0.0964642251158528"
"6996","6996",path,,"10","8.40112677250691","26676","26989","6","0.0504067606350415"
"6997","6997",path,,"10","3.2809807002819","26676","26680","6","0.0196858842016914"
"6998","6998",path,,"10","7.08884254741917","26680","26684","6","0.042533055284515"
"6999","6999",path,,"10","2.79012197474535","26684","26688","6","0.0167407318484721"
"7000","7000",path,,"10","13.7963194692154","26688","26689","6","0.0827779168152925"
"7001","7001",path,,"10","31.4821887796603","51631","52401","7.5","0.188893132677962"
"7002","7002",path,,"10","8.57790120372256","26700",CXB-208_D046 _04,"6","0.0514674072223354"
"7003","7003",path,,"10","3.6157442577936","26700","26704","6","0.0216944655467616"
"7004","7004",path,,"10","9.16008718072543","26704","26709","6","0.0549605230843526"
"7005","7005",path,,"10","4.58667341486906","26709","26712","6","0.0275200404892144"
"7006","7006",path,,"10","8.43201553491163","26712","26717","6","0.0505920932094698"
"7007","7007",path,,"10","10.2906103566264","26717","27057","6","0.0617436621397582"
"7008","7008",path,,"10","33.8745038298402","26719","54765","6.5","0.203247022979041"
"7009","7009",path,,"10","9.90232158473484","26719","26728","6","0.0594139295084091"
"7010","7010",path,,"10","8.94509901870446","26728","26733","6","0.0536705941122268"
"7011","7011",path,,"10","7.1672417579861","26700","26733","6","0.0430034505479166"
"7012","7012",path,,"10","21.6254345461986","26739","5441","8","0.129752607277192"
"7013","7013",path,,"10","8.8125069215136","26748","5441","8","0.0528750415290816"
"7014","7014",path,,"10","18.3396735315185","26748","49137","7","0.110038041189111"
"7015","7015",path,,"10","25.268776860256","26765","49137","8","0.151612661161536"
"7016","7016",path,,"10","41.9781409623364","26764","5452","7","0.251868845774018"
"7017","7017",path,,"10","25.6811384990067","26764","26765","8","0.15408683099404"
"7018","7018",path,,"10","20.3093331227613","26765","49133","8","0.121855998736568"
"7020","7020",path,,"10","1.57972042209868","26778","27049","6","0.00947832253259209"
"7021","7021",path,,"10","16.5672652317765","26778","26781","6","0.0994035913906587"
"7022","7022",path,,"10","25.8495485246649","26781","26783","6","0.155097291147989"
"7024","7024",path,,"10","9.8640596995757","26793","5397","7","0.0591843581974542"
"7025","7025",path,,"10","6.83247227796249","26792","26793","8","0.040994833667775"
"7027","7027",path,,"10","44.3306078909766","26798","5416","7","0.26598364734586"
"7028","7028",path,,"10","21.4764366733842","11324","26904","6.5","0.128858620040305"
"7029","7029",path,,"10","32.0517629654604","26904","51887","6","0.192310577792763"
"7030","7030",path,,"10","4.15979263821079","11340","51887","6","0.0249587558292647"
"7031","7031",steps,,"10","12.5664186572787","26817","26818","6","0.0753985119436723"
"7032","7032",path,,"10","7.17863252359829","26817","27001","6","0.0430717951415898"
"7033","7033",path,,"10","2.83506285069445","26818","26825","6","0.0170103771041667"
"7034","7034",path,,"10","15.5365525522012","26825","26830","6.5","0.0932193153132074"
"7035","7035",path,,"10","13.0645553903882","26830","26844","6.5","0.0783873323423293"
"7036","7036",path,,"10","25.5102616386584","1605","26837","6","0.153061569831951"
"7037","7037",path,,"10","10.7863434224983","26837","26840","6","0.0647180605349896"
"7038","7038",path,,"10","5.28821074535794","26840","26844","6","0.0317292644721477"
"7039","7039",path,,"10","15.8773891496133","26844","26845","6","0.0952643348976797"
"7040","7040",path,,"10","9.24073009402912","26845","26888","6","0.0554443805641747"
"7042","7042",path,,"10","3.64267650191346","26856",CXB-208_D046 _04,"6","0.0218560590114808"
"7043","7043",path,,"10","9.68532483890743","26856","54761","6","0.0581119490334446"
"7044","7044",path,,"10","10.0068251204003","5381","54761","6","0.0600409507224018"
"7045","7045",path,,"10","13.6193459582014","26872","5381","6","0.0817160757492084"
"7046","7046",path,,"10","18.3578551319513","26872","26877","6","0.110147130791708"
"7048","7048",path,,"10","24.3906685513965","1596","51892","6","0.146344011308379"
"7049","7049",path,,"10","15.3117572402163","26888","51892","6","0.0918705434412977"
"7050","7050",path,,"10","22.741037935896","26888","26893","6","0.136446227615376"
"7051","7051",path,,"10","9.3940000677719","26893","51889","6","0.0563640004066314"
"7052","7052",path,,"10","8.86096768026574","26902","51889","6","0.0531658060815945"
"7053","7053",path,,"10","1.77778957247931","26902","26905","6","0.0106667374348759"
"7054","7054",path,,"10","6.25428022215211","26904","26905","6","0.0375256813329127"
"7055","7055",steps,,"10","9.20322544021922","26908","26909","6","0.0552193526413153"
"7056","7056",steps,,"10","3.24512962703015","26909","26911","6","0.0194707777621809"
"7057","7057",path,,"10","18.1978862390345","1602","26908","6","0.109187317434207"
"7058","7058",path,,"10","4.65116657380729","26911","26920","6","0.0279069994428437"
"7059","7059",path,,"10","5.42629651708487","26920","51621","6.5","0.0325577791025092"
"7060","7060",path,,"10","31.3270393551004","48981","51621","7","0.187962236130602"
"7062","7062",path,,"10","27.9273123782402","26937","5414","6","0.167563874269441"
"7063","7063",path,,"10","10.7890847395186","26937","26956","6","0.0647345084371115"
"7064","7064",path,,"10","45.9310613941105","1321",HF_405,"6","0.275586368364663"
"7065","7065",path,,"10","45.9310613941105","48849",HF_405,"6","0.275586368364663"
"7066","7066",path,,"10","19.3705605489831","26948","48849","6","0.116223363293898"
"7067","7067",path,,"10","10.028207428449","26948","48829","6","0.0601692445706943"
"7068","7068",path,,"10","7.26009393530419","26957","48829","6","0.0435605636118252"
"7069","7069",path,,"10","58.8369282468205","26956","26957","6","0.353021569480923"
"7070","7070",path,,"10","10.0665288224952","26968","54733","7","0.0603991729349714"
"7071","7071",path,,"10","17.1251745825084","26968","26973","6","0.10275104749505"
"7072","7072",path,,"10","5.90789594581159","26972","26973","6","0.0354473756748696"
"7073","7073",path,,"10","12.9665102326777","26972","26980","6","0.0777990613960662"
"7074","7074",path,,"10","2.76714296671098","26980","26985","6","0.0166028578002659"
"7075","7075",path,,"10","15.6798713848806","26985","26989","6","0.0940792283092835"
"7076","7076",path,,"10","17.8600770554979","26989",CXB-208_D046 _06,"6","0.107160462332987"
"7077","7077",path,,"10","17.8600770554979","26997",CXB-208_D046 _06,"6","0.107160462332987"
"7078","7078",path,,"10","14.1496927366141","26997","27001","6","0.0848981564196846"
"7079","7079",path,,"10","12.9377576160574","1621","27001","6","0.0776265456963443"
"7080","7080",path,,"10","27.59850173528","27003","27005","7.5","0.16559101041168"
"7081","7081",path,,"10","6.87842685111944","27005","27012","8","0.0412705611067167"
"7082","7082",path,,"10","5.66565969149289","27012","27019","8","0.0339939581489573"
"7083","7083",path,,"10","21.3685550941683","27019","54733","8","0.12821133056501"
"7084","7084",path,,"10","7.3527449740452","27021","27030","7","0.0441164698442712"
"7085","7085",path,,"10","16.1670364447535","27021","49271","7","0.097002218668521"
"7086","7086",path,,"10","13.0879074482898","27027","27036","7.5","0.0785274446897388"
"7087","7087",path,,"10","26.1873558779858","27030","27036","7","0.157124135267915"
"7088","7088",path,,"10","16.3867813729521","27036","27037","7","0.0983206882377128"
"7089","7089",path,,"10","21.9291235147039","51619","5299","6","0.131574741088224"
"7090","7090",path,,"10","26.3481770852381","27048","5430","6","0.158089062511428"
"7091","7091",path,,"10","9.59884762119932","27048","27049","6","0.0575930857271959"
"7092","7092",path,,"10","11.8688803869293","27049","27056","6","0.0712132823215756"
"7093","7093",path,,"10","4.73677390511495","27056","27057","6","0.0284206434306897"
"7094","7094",path,,"10","28.3448646332632","27057","27061","6","0.170069187799579"
"7095","7095",path,,"10","30.9368942555851","27061","54764","6","0.185621365533511"
"7096","7096",path,,"10","6.72868596725901","27069","54764","7","0.040372115803554"
"7097","7097",path,,"10","13.7245975817241","27069","52403","8","0.0823475854903447"
"7098","7098",path,,"10","5.33903388836197","27077","52403","8","0.0320342033301718"
"7099","7099",path,,"10","32.4028098578446","27077","51615","8","0.194416859147067"
"7100","7100",path,,"10","13.2064374500138","49271","51615","7.5","0.0792386247000826"
"7104","7104",path,,"10","44.352612661491","22937","27100","6","0.266115675968946"
"7109","7109",path,,"10","11.9010672643547","27209","27260","6","0.0714064035861281"
"7110","7110",path,,"10","14.1863711522994","27209","27233","6","0.0851182269137962"
"7111","7111",path,,"10","6.23093293208719","27157","27233","6","0.0373855975925231"
"7112","7112",path,,"10","40.3563308698037","27157","27213","6","0.242137985218822"
"7113","7113",path,,"10","38.1540462334539","27213","6348","6.5","0.228924277400723"
"7114","7114",path,,"10","63.8872667543117","27161","27217","6.5","0.38332360052587"
"7116","7116",path,,"10","15.5833047531302","27164","27165","6","0.0934998285187814"
"7117","7117",path,,"10","14.0851285737703","27153","27157","6","0.084510771442622"
"7118","7118",path,,"10","28.8441467173983","27157","27161","6","0.17306488030439"
"7119","7119",path,,"10","5.70686613112602","27161","27164","6","0.0342411967867561"
"7121","7121",path,,"10","54.1878365739068","27165","27167","6.5","0.325127019443441"
"7122","7122",path,,"10","32.3712230827452","27165","27233","6","0.194227338496471"
"7123","7123",path,,"10","15.8146510242526","27153","27233","6","0.0948879061455154"
"7124","7124",path,,"10","14.404775333924","27153","6349","6","0.0864286520035443"
"7125","7125",path,,"10","42.3648854369677","27167","58392","6.5","0.254189312621806"
"7126","7126",path,,"10","32.5645993824787","27167","27198","6.5","0.195387596294872"
"7127","7127",path,,"10","30.4186936448284","27198","27204","6","0.182512161868971"
"7128","7128",path,,"10","12.5898417938349","27204","27209","6","0.0755390507630092"
"7129","7129",path,,"10","20.3803473788685","27209","6345","6","0.122282084273211"
"7131","7131",path,,"10","13.1074619712839","27213","27217","6.5","0.0786447718277037"
"7132","7132",path,,"10","19.057268866831","27229","6352","7","0.114343613200986"
"7133","7133",path,,"10","56.8658213851535","27222","27225","6.5","0.341194928310921"
"7134","7134",path,,"10","21.743045792987","27225","27229","7","0.130458274757922"
"7135","7135",path,,"10","86.6951018493606","27229",CXB-210_D057 _04,"6.5","0.520170611096164"
"7137","7137",path,,"10","18.8388299353328","27204","27233","6","0.113032979611997"
"7138","7138",path,,"10","7.50360821349792","27204","27261","6","0.0450216492809875"
"7139","7139",path,,"10","25.9599456827384","27252","27261","6","0.15575967409643"
"7140","7140",path,,"10","36.5738437727413","27252","59095","6","0.219443062636448"
"7141","7141",path,,"10","15.4296910176028","27260","6341","6","0.0925781461056168"
"7142","7142",path,,"10","13.1289999902017","27260","27261","6","0.0787739999412102"
"7143","7143",path,,"10","29.7317296144381","27198","27261","6","0.178390377686628"
"7144","7144",path,,"10","13.6249117559003","22834","49285","7","0.0817494705354016"
"7145","7145",path,,"10","70.1051196050298","3899","3904","7.5","0.420630717630179"
"7147","7147",path,,"10","1.67425631871666","688","8366","7","0.0100455379123"
"7148","7148",path,,"10","44.3944680718294","27293","3896","6","0.266366808430977"
"7149","7149",path,,"10","57.6339783663071","27293","27294","6.5","0.345803870197843"
"7150","7150",path,,"10","6.57074444892214","27292","27294","7","0.0394244666935328"
"7151","7151",path,,"10","51.3268110460687","27293","27294","6.5","0.307960866276412"
"7152","7152",path,,"10","7.84823429064406","27585","7833","7","0.0470894057438644"
"7153","7153",path,,"10","7.62883734936539","27292","27585","7","0.0457730240961923"
"7155","7155",path,,"10","334.009968635374","27468","3905","7","2.00405981181224"
"7156","7156",path,,"10","3.44188658920371","27312","27320","7","0.0206513195352223"
"7158","7158",path,,"10","12.4440066970901","27313","55127","7","0.0746640401825404"
"7159","7159",path,,"10","74.9816601066741","58393","59109","6","0.449889960640045"
"7161","7161",path,,"10","11.5167196381229","27320","9469","7","0.0691003178287372"
"7162","7162",path,,"10","5.13891311114298","55281","60237","6","0.0308334786668579"
"7163","7163",path,,"10","31.0177002215658","55281","59468","6","0.186106201329395"
"7164","7164",path,,"10","48.0775814261129","22532","27337","6.5","0.288465488556677"
"7165","7165",path,,"10","63.3538240682054","27337","27353","6","0.380122944409232"
"7166","7166",path,,"10","20.0916800661477","27344","27353","6","0.120550080396886"
"7167","7167",path,,"10","380.297661210393","27344",CXB-216_B126 _04,"6.5","2.28178596726236"
"7168","7168",path,,"10","380.297661210393","27647",CXB-216_B126 _04,"7","2.28178596726236"
"7169","7169",path,,"10","19.5756865402197","27644","27647","7","0.117454119241318"
"7170","7170",path,,"10","46.70075955242","27353",HF_453,"6","0.28020455731452"
"7171","7171",path,,"10","46.70075955242","27357",HF_453,"6","0.28020455731452"
"7172","7172",path,,"10","71.9528226475309","27357","55996","6","0.431716935885186"
"7173","7173",path,,"10","39.5430152358107","56005","56057","6.5","0.237258091414865"
"7174","7174",path,,"10","100.812367369405","27375","56057","7.5","0.604874204216429"
"7176","7176",path,,"10","16.5257661015897","55521","55989","6","0.0991545966095381"
"7177","7177",path,,"10","16.5419491255454","27375","59464","8","0.0992516947532727"
"7178","7178",path,,"10","218.621689774591","27357",CXB-216_B126 _05,"6.5","1.31173013864755"
"7179","7179",path,,"10","218.621689774591","27624",CXB-216_B126 _05,"6","1.31173013864755"
"7180","7180",path,,"10","63.6966930794391","27624","55521","6.5","0.382180158476635"
"7181","7181",path,,"10","58.4035109397698","5056","6749","6.5","0.350421065638619"
"7182","7182",path,,"10","13.6851672106031","27402","5056","6.5","0.0821110032636183"
"7183","7183",path,,"10","39.6115371308175","27402","27405","6.5","0.237669222784905"
"7184","7184",path,,"10","18.3393388123337","27405","49523","6.5","0.110036032874002"
"7185","7185",path,,"10","13.1963767152962","27412","49523","6","0.0791782602917774"
"7186","7186",path,,"10","4.80922019660458","27412","49519","6","0.0288553211796275"
"7187","7187",path,,"10","79.147110404389","49519",CXB-207_D050 _06,"6","0.474882662426334"
"7188","7188",path,,"10","79.147110404389","1681",CXB-207_D050 _06,"6","0.474882662426334"
"7189","7189",path,,"10","20.7638037073117","27423","27424","6.5","0.12458282224387"
"7190","7190",path,,"10","31.2126191794551","27425","27428","6.5","0.18727571507673"
"7191","7191",path,,"10","15.6307746452395","27431","49779","6","0.0937846478714371"
"7192","7192",path,,"10","22.2195602517505","27441","49779","6","0.133317361510503"
"7193","7193",path,,"10","20.1313155878102","27441","27513","6","0.120787893526861"
"7194","7194",path,,"10","33.6665566758389","27513","5561","6","0.201999340055034"
"7195","7195",path,,"10","15.4952841481496","27451","27452","6","0.0929717048888975"
"7196","7196",path,,"10","9.16746196351055","27452","49776","6","0.0550047717810633"
"7197","7197",path,,"10","44.7573459752919","27466","49776","6","0.268544075851751"
"7198","7198",path,,"10","38.0703571916545","27465","27466","6.5","0.228422143149927"
"7199","7199",path,,"10","72.7676132411661","27468","5508","7.666667","0.436605679446996"
"7200","7200",path,,"10","27.6005002647876","27476","5508","7","0.165603001588725"
"7201","7201",path,,"10","17.7149715633736","27476","4965","7","0.106289829380241"
"7202","7202",path,,"10","15.3874281352851","27485","4965","7","0.0923245688117105"
"7203","7203",path,,"10","27.3706518039865","27484","27485","6.5","0.164223910823919"
"7204","7204",path,,"10","13.6489815021182","27484",CXB-207_E051 _04,"7","0.0818938890127094"
"7205","7205",path,,"10","13.6489815021182","27493",CXB-207_E051 _04,"7","0.0818938890127094"
"7206","7206",path,,"10","18.3176564203324","27493","53061","7","0.109905938521995"
"7207","7207",path,,"10","59.5974919732672","27504","53061","7","0.357584951839603"
"7208","7208",path,,"10","28.7652493866067","27504","27518","6.5","0.17259149631964"
"7210","7210",path,,"10","8.41831842249369","27513","6740","6","0.0505099105349621"
"7211","7211",path,,"10","10.2018718692133","27465","27513","6","0.0612112312152797"
"7212","7212",path,,"10","5.51619986547855","27465","27518","6","0.0330971991928713"
"7213","7213",path,,"10","5.70915960490857","27518","5557","6","0.0342549576294514"
"7214","7214",path,,"10","108.420643917187","50715","5557","6.5","0.650523863503123"
"7215","7215",path,,"10","15.8139486798347","27529","54687","6.5","0.094883692079008"
