nodeID,xCoord,yCoord,isHealthcare,old_id
1976,21.185315,92.163723,False,1976
1981,21.185238,92.163671,False,1981
1985,21.185933,92.161104,False,1985
1988,21.185994,92.161198,False,1988
1996,21.186135,92.161742,False,1996
2000,21.186035,92.16224,False,2000
2004,21.18639,92.163629,False,2004
2005,21.186782,92.163942,False,2005
2009,21.186927,92.16405,False,2009
2012,21.187725,92.164699,False,2012
2021,21.188643,92.165534,False,2021
2041,21.191578,92.169005,False,2041
2043,21.192287,92.169559,False,2043
2046,21.185822,92.160932,False,2046
2057,21.178199,92.14702,False,2057
2061,21.177982,92.147018,False,2061
2065,21.177784,92.147079,False,2065
2068,21.177316,92.147674,False,2068
2072,21.177132,92.14782,False,2072
2076,21.180057,92.153969,False,2076
2077,21.179364,92.153522,False,2077
2084,21.177975,92.15238,False,2084
2088,21.17796,92.152343,False,2088
2092,21.177898,92.152165,False,2092
2096,21.177879,92.152118,False,2096
2104,21.177754,92.150976,False,2104
2109,21.174666,92.147008,False,2109
2112,21.176714,92.147096,False,2112
2116,21.177666,92.146866,False,2116
2120,21.177721,92.146853,False,2120
2125,21.177889,92.146816,False,2125
2129,21.178437,92.146765,False,2129
2137,21.179037,92.146294,False,2137
2140,21.179524,92.145303,False,2140
2153,21.180181,92.14465,False,2153
2157,21.175303,92.144185,False,2157
2161,21.174672,92.144766,False,2161
2162,21.174848,92.146132,False,2162
2165,21.177193,92.142738,False,2165
2168,21.177205,92.143295,False,2168
2172,21.177576,92.143633,False,2172
2173,21.177988,92.143335,False,2173
2177,21.173966,92.140088,False,2177
2185,21.176355,92.138957,False,2185
2198,21.17676,92.138395,False,2198
2201,21.177054,92.137937,False,2201
2205,21.177114,92.137649,False,2205
2207,21.173779,92.139298,False,2207
2209,21.173706,92.139067,False,2209
2212,21.173513,92.13878,False,2212
2222,21.172248,92.134785,False,2222
2224,21.174436,92.131781,False,2224
2228,21.174884,92.131259,False,2228
2232,21.175069,92.130834,False,2232
2237,21.175157,92.130715,False,2237
2265,21.182856,92.144196,False,2265
2268,21.18331,92.143842,False,2268
2280,21.183915,92.14363,False,2280
2284,21.184198,92.143598,False,2284
2288,21.184259,92.143601,False,2288
2292,21.184364,92.143615,False,2292
2296,21.18452,92.14365,False,2296
2316,21.185406,92.143918,False,2316
2317,21.186003,92.143734,False,2317
2328,21.180211,92.147053,False,2328
2329,21.180077,92.147136,False,2329
2344,21.179395,92.150802,False,2344
2351,21.181331,92.150536,False,2351
2361,21.181638,92.146938,False,2361
2369,21.181837,92.146912,False,2369
2373,21.182206,92.146586,False,2373
2377,21.182246,92.1464,False,2377
2385,21.182595,92.145798,False,2385
2386,21.182707,92.145602,False,2386
2389,21.177516,92.157189,False,2389
2392,21.177789,92.158721,False,2392
2396,21.177875,92.159206,False,2396
