nodeID,xCoord,yCoord,isHealthcare,old_id,xCoord_proj,yCoord_proj
909,21.207011,92.161581,False,909,412982.5104358792,2345288.7120311414
912,21.206372,92.164055,False,912,413238.92120118404,2345216.6274821945
940,21.207575,92.16354,False,940,413186.1707804363,2345350.062799231
948,21.207669,92.163367,False,948,413168.2696109824,2345360.561961566
960,21.207807,92.162936,False,960,413123.61572780233,2345376.072763347
965,21.207817,92.162861,False,965,413115.8371396396,2345377.2207513936
969,21.20588,92.16549,False,969,413387.5779252098,2345161.3854286643
977,21.205349,92.165341,False,977,413371.8029296484,2345102.6936344993
978,21.205399,92.165377,False,978,413375.56868238555,2345108.2081519226
980,21.206228,92.164968,False,980,413333.60062514816,2345200.1890741433
984,21.206224,92.164994,False,984,413336.2969241107,2345199.7321099774
988,21.206144,92.165782,False,988,413418.03962293523,2345190.446385708
989,21.206141,92.16546,False,989,413384.61632565246,2345190.29039962
991,21.205658,92.164601,False,991,413295.1756153074,2345137.2999696527
1000,21.205679,92.164544,False,1000,413289.2716184998,2345139.6555428533
1005,21.20557,92.164372,False,1005,413271.35540448833,2345127.68514531
1009,21.2055,92.164817,False,1009,413317.50290122535,2345119.6936382763
1012,21.205525,92.165068,False,1012,413343.5698042582,2345122.3233896596
1021,21.206043,92.164232,False,1021,413257.1004934711,2345180.1154316855
1033,21.20591,92.164699,False,1033,413305.4945244687,2345165.138733284
1037,21.209057,92.163349,False,1037,413167.2129581984,2345514.2015419225
1049,21.208136,92.163552,False,1049,413187.744242425,2345412.1500679078
1053,21.208005,92.163678,False,1053,413200.74549951905,2345397.5813687183
1072,21.207748,92.164263,False,1072,413261.3139190668,2345368.8150003017
1073,21.207809,92.164448,False,1073,413280.55115820235,2345375.4654206187
1089,21.207087,92.16456,False,1089,413291.7543654321,2345295.4901071503
1097,21.206727,92.16442,False,1097,413277.01312518603,2345255.7204564083
1112,21.206249,92.164023,False,1112,413235.52795128105,2345203.0308575304
1117,21.2066,92.165031,False,1117,413340.3566860929,2345241.3291116524
1124,21.206985,92.165039,False,1124,413341.41168536386,2345283.9381412473
1134,21.213855,92.156344,False,1134,412442.98153178557,2346049.122583941
1138,21.21383,92.156353,False,1138,412443.90088321915,2346046.350495478
1141,21.213587,92.156452,False,1141,412454.0326410447,2346019.3994291704
1145,21.213394,92.156665,False,1145,412476.02583079494,2345997.919567841
1148,21.213111,92.157354,False,1148,412547.36956055346,2345966.2151440964
1149,21.213246,92.156877,False,1149,412497.9418118221,2345981.4210904166
1157,21.213109,92.157432,False,1157,412555.46391811717,2345965.950693463
1162,21.213079,92.157634,False,1162,412576.4116134429,2345962.5186088756
1165,21.21275,92.157923,False,1165,412606.212948811,2345925.9438901986
1172,21.211599,92.157791,False,1172,412591.83515915956,2345798.61901748
1180,21.211108,92.157817,False,1180,412594.24465480814,2345744.258631961
1181,21.210815,92.157805,False,1181,412592.82668748614,2345711.834732895
1183,21.21037,92.158017,False,1183,412614.56838332955,2345662.4631761904
1185,21.203859,92.166182,False,1185,413458.2256754817,2344937.314533405
1187,21.204656,92.166864,False,1187,413529.47799633595,2345025.157288961
1189,21.204692,92.166033,False,1189,413443.2456214535,2345029.595823394
1206,21.195292,92.162907,False,1206,413113.28615140886,2343990.8765142215
1209,21.195367,92.162883,False,1209,413110.83877494256,2343999.190980041
1223,21.192667,92.165998,False,1223,413432.60668470146,2343698.639247683
1227,21.193329,92.16757,False,1227,413596.169909808,2343771.0541060693
1232,21.192425,92.166641,False,1232,413499.2111847553,2343671.5026193764
1237,21.193431,92.165086,False,1237,413338.3838097098,2343783.7002840587
1245,21.190971,92.160496,False,1245,412860.48772408196,2343513.934497287
1246,21.190602,92.160808,False,1246,412892.6584224303,2343472.920564771
1251,21.191162,92.160339,False,1251,412844.30244315823,2343535.1614863407
1260,21.190481,92.162242,False,1260,413041.4433825475,2343458.7403191
1264,21.190389,92.162168,False,1264,413033.70801112877,2343448.597992638
1265,21.190331,92.162023,False,1265,413018.62238798576,2343442.257890739
1272,21.190356,92.161797,False,1272,412995.17714827764,2343445.1490407554
1276,21.190395,92.161545,False,1276,412969.0411900331,2343449.604078173
1285,21.190352,92.165371,False,1285,413366.1728107187,2343442.7484883317
1292,21.19024,92.165106,False,1292,413338.59927373676,2343430.496762865
1296,21.190385,92.164663,False,1296,413292.69835222757,2343446.788232985
1300,21.190526,92.163967,False,1300,413220.5326262888,2343462.7756070956
1304,21.190635,92.163754,False,1304,413198.4859061967,2343474.9568047235
1309,21.190904,92.163167,False,1309,413137.7098644228,2343505.0524090566
1311,21.202747,92.158264,False,1311,412635.72053539404,2344818.580363579
1320,21.202503,92.158472,False,1320,412657.1666627944,2344791.458698081
1321,21.202625,92.158352,False,1321,412644.78285046894,2344805.0283505307
1324,21.202399,92.158594,False,1324,412669.7686707225,2344779.8802698
1325,21.199243,92.170386,False,1325,413891.9049641973,2344424.1060441723
1329,21.203804,92.16351,False,1329,413180.8526497617,2344932.689156694
1332,21.203708,92.16368,False,1332,413198.4417502434,2344921.9703052375
1338,21.203493,92.163824,False,1338,413213.2626629772,2344898.0943042776
1341,21.203808,92.161117,False,1341,412932.47277695796,2344934.445432851
1348,21.205033,92.162301,False,1348,413056.0835269931,2345069.383201796
1364,21.20538,92.16303,False,1364,413131.9526410876,2345107.390612514
1372,21.205148,92.16307,False,1372,413135.96872439317,2345081.689940701
1373,21.204683,92.162966,False,1373,413124.90212489275,2345030.278832134
1381,21.204625,92.16288,False,1381,413115.9418525904,2345023.9063223996
1385,21.206712,92.162779,False,1385,413106.6796116595,2345254.9596701134
1400,21.20643,92.162294,False,1400,413056.1747757633,2345224.012897153
1405,21.206365,92.162142,False,1405,413040.3601054456,2345216.9018742796
1429,21.204943,92.160396,False,1429,412858.30222531006,2345060.468545292
1432,21.205632,92.160391,False,1432,412858.1875046007,2345136.732746189
1436,21.206003,92.160448,False,1436,412864.3214321806,2345177.7652451536
1437,21.205851,92.160362,False,1437,412855.3059754691,2345160.9885551813
1439,21.206291,92.160492,False,1439,412869.05732296855,2345209.618105219
1448,21.206994,92.160547,False,1448,412875.17838707985,2345287.398887042
1449,21.206744,92.160333,False,1449,412852.81995505054,2345259.845562249
1461,21.202949,92.154672,False,1461,412263.0039645728,2344842.9239644785
1468,21.202445,92.154875,False,1468,412283.77695061616,2344787.0266311374
1476,21.203397,92.157102,False,1476,412515.49222677853,2344891.166487492
1480,21.203483,92.157044,False,1480,412509.5227304715,2344900.7173726913
1484,21.20355,92.157005,False,1484,412505.51416576176,2344908.1547632613
1493,21.204029,92.156541,False,1493,412457.6353112005,2344961.428926261
1495,21.204087,92.156273,False,1495,412429.8523694275,2344967.996763491
1509,21.203705,92.158947,False,1509,412707.17629356356,2344924.239331616
1513,21.203557,92.158811,False,1513,412692.9731185046,2344907.933017975
1524,21.20315,92.15878,False,1524,412689.5162221485,2344862.901611001
1528,21.203116,92.158756,False,1528,412687.00513615366,2344859.151575445
1529,21.203068,92.158658,False,1529,412676.8049219518,2344853.892754254
1537,21.202961,92.1582,False,1537,412629.20345468057,2344842.3020967813
1545,21.202965,92.157888,False,1545,412596.82145616744,2344842.9169610846
1552,21.203015,92.157749,False,1552,412582.4232373055,2344848.5278804526
1553,21.20304,92.157482,False,1553,412554.7244303941,2344851.4423640296
1557,21.20299,92.157376,False,1557,412543.6926203945,2344845.9666717034
1564,21.202919,92.157256,False,1564,412531.19529251434,2344838.174347312
1565,21.20283,92.157203,False,1565,412525.6416911014,2344828.3527134163
1567,21.202649,92.157104,False,1567,412515.2592757543,2344808.37353188
1577,21.202572,92.15707,False,1577,412511.68485273444,2344799.8696202445
1581,21.202377,92.156934,False,1581,412497.45368925674,2344778.361305399
1587,21.202314,92.156895,False,1587,412493.3685158651,2344771.4097395157
1593,21.202176,92.156825,False,1593,412486.0214619257,2344756.1739793266
1596,21.201966,92.156702,False,1596,412473.13074786146,2344732.9982376564
1602,21.201817,92.156624,False,1602,412464.94680282206,2344716.5493794465
1605,21.201687,92.156586,False,1605,412460.92591579736,2344702.1814212147
1610,21.201637,92.156566,False,1610,412458.82051237894,2344696.6582593806
1614,21.201596,92.156566,False,1614,412458.796351114,2344692.12020365
1618,21.201496,92.156564,False,1618,412458.52982727985,2344681.0528803854
1621,21.201373,92.156581,False,1621,412460.2218952806,2344667.4293189244
1626,21.201241,92.156525,False,1626,412454.33146526036,2344652.84994104
1628,21.201014,92.156451,False,1628,412446.51668378356,2344627.765506784
1629,21.201038,92.156459,False,1629,412447.36120752257,2344630.4175080024
1637,21.200898,92.156342,False,1637,412435.13439301954,2344614.9863774255
1642,21.200861,92.156289,False,1642,412429.61131625343,2344610.9203562615
1644,21.200642,92.156035,False,1644,412403.1176171036,2344586.820928806
1645,21.200801,92.156145,False,1645,412414.6291012658,2344604.358908533
1649,21.201454,92.165293,False,1649,413364.54906238837,2344671.605220679
1652,21.201509,92.165381,False,1652,413373.7152628846,2344677.6447208542
1657,21.201678,92.165816,False,1657,413418.9653987013,2344696.1125143874
1660,21.201696,92.166039,False,1660,413442.1225603932,2344697.9829594237
1662,21.20188,92.166244,False,1662,413463.50807634945,2344718.236828091
1672,21.20315,92.165982,False,1672,413437.0534501277,2344858.9487857735
1676,21.203148,92.165508,False,1676,413387.8531142413,2344858.9865277954
1681,21.203094,92.165273,False,1681,413363.42962317605,2344853.138101625
1684,21.203087,92.16497,False,1684,413331.9754212053,2344852.529069972
1688,21.2033,92.164466,False,1688,413279.78670116974,2344876.380640048
1693,21.203347,92.164005,False,1693,413231.96436526754,2344881.835256583
1695,21.196933,92.170305,False,1695,413882.15841043537,2344168.470140806
1697,21.197454,92.170612,False,1697,413914.326851079,2344225.96963869
1705,21.19662,92.169997,False,1705,413850.0065451717,2344133.9935045405
1709,21.196547,92.169966,False,1709,413846.7464134975,2344125.930432618
1714,21.196298,92.169534,False,1714,413801.76025943895,2344098.6050874214
1717,21.194765,92.170988,False,1717,413951.7983655031,2343928.136347467
1720,21.189145,92.157854,False,1720,412585.162758636,2343313.2802488
1724,21.188484,92.158935,False,1724,412696.98845527106,2343239.5222639963
1728,21.189066,92.158928,False,1728,412696.603625788,2343303.94424939
1732,21.189094,92.158908,False,1732,412694.5439571864,2343307.0544199985
1736,21.189261,92.158538,False,1736,412656.23398464394,2343325.742514533
1740,21.189352,92.158455,False,1740,412647.6715991879,2343335.860508233
1744,21.189461,92.158204,False,1744,412621.6804912217,2343348.0634296755
1749,21.189536,92.158065,False,1749,412607.29563097045,2343356.4413741403
1756,21.192063,92.160093,False,1756,412819.29510833335,2343635.0231499765
1757,21.191918,92.159977,False,1757,412807.1688277266,2343619.0377748124
1761,21.191634,92.159843,False,1761,412793.09249808174,2343587.677224361
1773,21.195336,92.167637,False,1773,413604.29149082873,2343993.1602843027
1776,21.196027,92.169267,False,1776,413773.88828790106,2344068.755013744
1777,21.196029,92.169084,False,1777,413754.89393390797,2344069.0759792575
1780,21.195998,92.168982,False,1780,413744.28827506,2344065.7002996434
1785,21.1948,92.169538,False,1785,413801.30651001644,2343932.7983749425
1788,21.195625,92.168966,False,1788,413742.41094532295,2344024.4238958387
1792,21.196114,92.168859,False,1792,413731.58813997416,2344078.606601769
1800,21.196568,92.169014,False,1800,413747.940757834,2344128.7727351724
1820,21.195247,92.165436,False,1820,413375.7732526853,2343984.51107353
1823,21.194699,92.165532,False,1823,413385.4187659478,2343923.803756147
1827,21.193733,92.16879,False,1827,413723.0435383822,2343815.1057008896
1828,21.192609,92.169775,False,1828,413824.63698564627,2343690.161027041
1836,21.192647,92.169611,False,1836,413807.63533076097,2343694.4562047287
1837,21.193691,92.168974,False,1837,413742.1187721301,2343810.356807614
1840,21.193697,92.16901,False,1840,413745.85913596535,2343811.0013156054
1843,21.19395,92.168638,False,1843,413707.3916008842,2343839.206878944
1849,21.17188,92.155159,False,1849,412295.22491368325,2341403.8089319896
1857,21.172841,92.155293,False,1857,412309.70291713014,2341510.102111246
1861,21.173968,92.155607,False,1861,412342.9655326491,2341634.6693534153
1869,21.176132,92.156603,False,1869,412447.64021685143,2341873.639273204
1876,21.176317,92.156701,False,1876,412457.9229422163,2341894.0617060647
1884,21.178393,92.157415,False,1884,412533.267404715,2342123.4476361545
1885,21.179555,92.157375,False,1885,412529.7982875003,2342252.0844837185
1886,21.179846,92.157346,False,1886,412526.958886942,2342284.309522174
1900,21.18165,92.158029,False,1900,412598.922840994,2342483.6068062917
1901,21.182759,92.158609,False,1901,412659.7845315535,2342606.0357414386
1916,21.18434,92.159444,False,1916,412747.39370575227,2342780.5673684482
1917,21.184507,92.159586,False,1917,412762.2325654733,2342798.9734495073
1918,21.185658,92.160674,False,1918,412875.8510719355,2342925.772391328
1941,21.184253,92.162413,False,1941,413055.5516137776,2342769.306675205
1947,21.184219,92.162421,False,1947,413056.36220421304,2342765.5390337957
1948,21.183371,92.162556,False,1948,413069.8806434561,2342671.605028052
1949,21.183289,92.163054,False,1949,413121.5299095169,2342662.2559643597
1976,21.185315,92.163723,False,1976,413192.16141899594,2342886.135112575
1981,21.185238,92.163671,False,1981,413186.7184311689,2342877.640926132
1985,21.185933,92.161104,False,1985,412920.6495963286,2342955.9742197637
1988,21.185994,92.161198,False,1988,412930.4432574566,2342962.6743092886
1996,21.186135,92.161742,False,1996,412986.9972169093,2342977.982046589
2000,21.186035,92.16224,False,2000,413038.63494846947,2342966.640372754
2004,21.18639,92.163629,False,2004,413183.03118977696,2343005.171820258
2005,21.186782,92.163942,False,2005,413215.75175555446,2343048.388531827
2009,21.186927,92.16405,False,2009,413227.0475653119,2343064.378578516
2012,21.187725,92.164699,False,2012,413294.88378374575,2343152.3492204617
2021,21.188643,92.165534,False,2021,413382.0971151875,2343253.50054013
2041,21.191578,92.169005,False,2041,413744.11031990533,2343576.46483191
2043,21.192287,92.169559,False,2043,413802.0287833709,2343654.638285424
2046,21.185822,92.160932,False,2046,412902.7296207605,2342943.7827903456
2057,21.178199,92.14702,False,2057,411454.0128764929,2342107.7439869912
2061,21.177982,92.147018,False,2061,411453.6760607179,2342083.726634951
2065,21.177784,92.147079,False,2065,411459.89082677563,2342061.777106382
2068,21.177316,92.147674,False,2068,411521.3816402198,2342009.6448208014
2072,21.177132,92.14782,False,2072,411536.42906650645,2341989.197483326
2076,21.180057,92.153969,False,2076,412176.5097056426,2342309.530545544
2077,21.179364,92.153522,False,2077,412129.69624946604,2342233.0741323745
2084,21.177975,92.15238,False,2084,412010.32052763423,2342079.967213231
2088,21.17796,92.152343,False,2088,412006.4705513571,2342078.3274828177
2092,21.177898,92.152165,False,2092,411987.95504609053,2342071.563851781
2096,21.177879,92.152118,False,2096,411983.0645619844,2342069.48694053
2104,21.177754,92.150976,False,2104,411864.4353016539,2342056.2857114286
2109,21.174666,92.147008,False,2109,411450.6639115532,2341716.703525329
2112,21.176714,92.147096,False,2112,411461.018730361,2341943.335546778
2116,21.177666,92.146866,False,2116,411437.708224067,2342048.835313262
2120,21.177721,92.146853,False,2120,411436.39139289083,2342054.9302037545
2125,21.177889,92.146816,False,2125,411432.6503197325,2342073.545811856
2129,21.178437,92.146765,False,2129,411427.6821631261,2342134.229235403
2137,21.179037,92.146294,False,2137,411379.14358739456,2342200.9029159048
2140,21.179524,92.145303,False,2140,411276.555475796,2342255.3603116004
2153,21.180181,92.14465,False,2153,411209.1580815057,2342328.445389611
2157,21.175303,92.144185,False,2157,411157.9717447568,2341788.788107291
2161,21.174672,92.144766,False,2161,411217.9120043333,2341718.621025092
2162,21.174848,92.146132,False,2162,411359.82954936806,2341737.3373810747
2165,21.177193,92.142738,False,2165,411008.88130094664,2341998.792617815
2168,21.177205,92.143295,False,2168,411066.7130415141,2341999.8083598027
2172,21.177576,92.143633,False,2172,411102.02401017805,2342040.6827029446
2173,21.177988,92.143335,False,2173,411071.33376698446,2342086.4517043466
2177,21.173966,92.140088,False,2177,410731.8367625766,2341643.103760824
2185,21.176355,92.138957,False,2185,410615.8556826353,2341908.1655944996
2198,21.17676,92.138395,False,2198,410557.75520144403,2341953.309619019
2201,21.177054,92.137937,False,2201,410510.3849527113,2341986.109205201
2205,21.177114,92.137649,False,2205,410480.5224869022,2341992.9128159373
2207,21.173779,92.139298,False,2207,410649.70931709884,2341622.850639717
2209,21.173706,92.139067,False,2209,410625.68378872605,2341614.900836192
2212,21.173513,92.13878,False,2212,410595.77237484406,2341593.7005152693
2222,21.172248,92.134785,False,2222,410180.2597464605,2341455.941895993
