roadID,node1,node2,node1_Xcoord,node1_Ycoord,node2_Xcoord,node2_Ycoord,DN_mean,length,isHealthcare1,isHealthcare2
3582,13896,62629,21.188133,92.146998,21.188114,92.147047,7.0,5.5,False,False
3583,13900,62629,21.188051,92.147243,21.188114,92.147047,7.0,21.498,False,False
3584,13900,49837,21.188051,92.147243,21.188012,92.147366,7.0,13.481,False,False
3585,13909,49846,21.187769,92.14789,21.187811,92.14782,7.0,8.729,False,False
3586,13284,13909,21.187565,92.14806,21.187769,92.14789,7.0,28.923,False,False
3587,13284,62596,21.187565,92.14806,21.187527,92.148118,6.5,7.29,False,False
3588,13916,62596,21.187239,92.148636,21.187527,92.148118,6.0,83.065,False,False
3589,13916,15583,21.187239,92.148636,21.187158,92.148777,6.5,83.065,False,False
3590,15583,15628,21.187158,92.148777,21.186979,92.149009,7.0,31.58,False,False
3591,15628,15785,21.186979,92.149009,21.186977,92.14965,6.5,70.508,False,False
3592,13069,14185,21.188788,92.150667,21.189069,92.150627,6.0,32.818,False,False
3593,14185,14497,21.189069,92.150627,21.189186,92.150594,6.0,13.704,False,False
3594,13941,14497,21.189446,92.150466,21.189186,92.150594,6.5,33.788,False,False
3595,13049,64096,21.189171,92.151083,21.189375,92.150982,6.0,38.808,False,True
3596,13948,64096,21.189464,92.150901,21.189375,92.150982,6.0,38.808,False,True
3597,13948,13949,21.189464,92.150901,21.189504,92.150868,6.0,5.634,False,False
3598,12185,13949,21.189551,92.150916,21.189504,92.150868,6.0,7.319,False,False
3599,13949,49572,21.189504,92.150868,21.189505,92.15081,6.0,5.981,False,False
3600,49572,49577,21.189505,92.15081,21.189513,92.150764,6.0,4.885,False,False
3601,13941,49577,21.189446,92.150466,21.189513,92.150764,6.5,33.218,False,False
3602,13900,62625,21.188051,92.147243,21.188117,92.147265,7.0,7.711,False,False
3604,3452,64096,21.189305,92.155118,21.189511,92.154617,6.5,78.344,False,True
3605,13976,64096,21.189506,92.154562,21.189511,92.154617,6.0,78.344,False,True
3606,13981,62601,21.187926,92.14849,21.187635,92.148379,7.5,34.365,False,False
3607,13981,13983,21.187926,92.14849,21.188035,92.148559,8.0,13.987,False,False
3608,13983,62604,21.188035,92.148559,21.188071,92.148584,8.0,4.729,False,False
3609,62604,62608,21.188071,92.148584,21.188096,92.148601,8.0,3.302,False,False
3610,13983,13996,21.188035,92.148559,21.188181,92.14833,7.0,31.451,False,False
3611,13996,14004,21.188181,92.14833,21.188004,92.148112,6.0,40.695,False,False
3612,13981,14004,21.187926,92.14849,21.188004,92.148112,7.0,41.385,False,False
3613,14004,49848,21.188004,92.148112,21.187874,92.147734,6.5,45.135,False,False
3614,14705,62600,21.187332,92.148962,21.187619,92.148329,6.5,77.19,False,False
3616,11231,14014,21.191804,92.15299,21.191427,92.152832,6.0,53.052,False,False
3617,12581,14017,21.192628,92.151792,21.192328,92.151513,6.0,51.84,False,False
3618,12581,12975,21.192628,92.151792,21.19253,92.15184,6.0,11.945,False,False
3619,12975,14029,21.19253,92.15184,21.192331,92.151868,6.0,22.241,False,False
3620,14029,52331,21.192331,92.151868,21.192245,92.151899,6.0,10.233,False,False
3621,14036,52331,21.192189,92.151864,21.192245,92.151899,6.0,7.136,False,False
3623,49804,56445,21.191,92.146244,21.191234,92.146402,6.0,30.841,False,False
3624,56443,56445,21.191297,92.146455,21.191234,92.146402,6.0,8.945,False,False
3625,14047,56443,21.191467,92.146675,21.191297,92.146455,6.0,29.941,False,False
3626,12549,14047,21.191658,92.146781,21.191467,92.146675,6.0,23.915,False,False
3629,14085,14233,21.186676,92.150902,21.186304,92.150738,6.5,45.743,False,False
3630,13160,49821,21.187538,92.150901,21.186988,92.150889,7.0,62.877,False,False
3631,14073,49821,21.186952,92.150884,21.186988,92.150889,7.0,4.024,False,False
3632,14073,14081,21.186952,92.150884,21.18674,92.150892,7.0,23.435,False,False
3633,14073,16129,21.186952,92.150884,21.186464,92.151287,7.0,75.128,False,False
3634,14081,14203,21.18674,92.150892,21.186859,92.150554,6.5,37.531,False,False
3635,14081,14085,21.18674,92.150892,21.186676,92.150902,7.0,7.185,False,False
3637,14088,14089,21.189912,92.146985,21.189811,92.14701,6.0,11.456,False,False
3639,14100,60841,21.189768,92.146972,21.189666,92.146871,7.0,15.731,False,False
3641,14175,14493,21.189041,92.150121,21.188898,92.150204,6.0,18.061,False,False
3642,14154,14493,21.188787,92.150224,21.188898,92.150204,6.0,12.557,False,False
3643,14154,15408,21.188787,92.150224,21.18851,92.150043,6.0,37.631,False,False
3644,14122,15408,21.188363,92.150033,21.18851,92.150043,6.0,16.459,False,False
3645,14122,15209,21.188363,92.150033,21.188258,92.150092,6.0,13.221,False,False
3646,14145,15209,21.188156,92.150236,21.188258,92.150092,6.0,19.28,False,False
3647,14145,15225,21.188156,92.150236,21.188092,92.150339,6.0,12.998,False,False
3648,15213,15225,21.18807,92.150415,21.188092,92.150339,6.0,8.496,False,False
3649,15213,15261,21.18807,92.150415,21.188026,92.150797,6.5,40.562,False,False
3650,14145,15409,21.188156,92.150236,21.188368,92.150425,6.0,33.82,False,False
3651,14153,15409,21.188647,92.150382,21.188368,92.150425,6.0,35.715,False,False
3652,14153,14154,21.188647,92.150382,21.188787,92.150224,6.0,29.382,False,False
3653,14156,14164,21.18667,92.14631,21.186647,92.146509,6.0,20.966,False,False
3654,13264,14164,21.187108,92.147205,21.186647,92.146509,6.5,105.344,False,False
3655,14166,14168,21.189922,92.147018,21.189942,92.147193,6.0,20.306,False,False
3656,14168,62591,21.189942,92.147193,21.189551,92.147569,6.0,59.167,False,False
3657,14171,14173,21.190562,92.148622,21.19024,92.148703,6.5,43.321,False,False
3658,14175,15075,21.189041,92.150121,21.189132,92.150191,6.0,12.924,False,False
3659,14175,15390,21.189041,92.150121,21.188865,92.149934,6.5,31.051,False,False
3660,13057,14185,21.188879,92.151009,21.189069,92.150627,6.0,50.293,False,False
3661,14185,14489,21.189069,92.150627,21.18898,92.150558,6.0,12.174,False,False
3662,14153,14489,21.188647,92.150382,21.18898,92.150558,6.0,49.493,False,False
3663,12940,15372,21.188943,92.149029,21.189176,92.1488,6.0,42.464,False,False
3664,12940,15387,21.188943,92.149029,21.188897,92.149182,6.0,16.69,False,False
3665,14203,15657,21.186859,92.150554,21.186943,92.150395,6.0,19.583,False,False
3666,14649,15657,21.187146,92.150389,21.186943,92.150395,6.0,22.451,False,False
3667,14225,15657,21.186588,92.150229,21.186943,92.150395,6.0,44.147,False,False
3668,14225,14485,21.186588,92.150229,21.186509,92.150055,6.0,20.122,False,False
3669,14485,14933,21.186509,92.150055,21.18639,92.149861,6.0,24.187,False,False
3670,14225,49759,21.186588,92.150229,21.186407,92.150368,6.5,27.223,False,False
3671,49756,49759,21.18619,92.150714,21.186407,92.150368,6.5,43.495,False,False
3672,14233,49756,21.186304,92.150738,21.18619,92.150714,6.5,12.949,False,False
3673,14237,50379,21.187605,92.153267,21.187965,92.152966,6.0,52.255,False,False
3674,14248,50379,21.188184,92.152825,21.187965,92.152966,6.5,28.351,False,False
3675,14248,14895,21.188184,92.152825,21.188282,92.152828,6.5,10.842,False,False
3676,14237,56689,21.187605,92.153267,21.187561,92.153186,6.0,9.717,False,False
3677,14237,56685,21.187605,92.153267,21.187685,92.15346,6.0,21.934,False,False
3678,14481,56685,21.187691,92.153475,21.187685,92.15346,6.0,1.743,False,False
3679,14481,51173,21.187691,92.153475,21.187753,92.15364,6.0,18.405,False,False
3680,50936,51173,21.187759,92.153654,21.187753,92.15364,6.0,1.634,False,False
3681,14845,50936,21.187808,92.153785,21.187759,92.153654,6.0,14.587,False,False
3682,14845,56683,21.187808,92.153785,21.187935,92.154217,7.0,47.601,False,False
3683,14285,56683,21.18826,92.154685,21.187935,92.154217,7.0,61.23,False,False
3684,14285,14288,21.18826,92.154685,21.188371,92.154909,6.0,26.299,False,False
3685,14288,64096,21.188371,92.154909,21.188419,92.154985,6.0,9.561,False,True
3686,14848,50945,21.187757,92.153804,21.187545,92.15379,6.0,30.309,False,False
3687,14301,14853,21.187654,92.154192,21.187697,92.153843,7.0,42.731,False,False
3688,14301,15349,21.187654,92.154192,21.187574,92.154162,7.0,11.179,False,False
3689,14303,14304,21.190164,92.149115,21.190207,92.149178,6.0,8.19,False,False
3690,14303,14312,21.190164,92.149115,21.190009,92.149053,6.0,18.433,False,False
3691,14312,14313,21.190009,92.149053,21.189748,92.148904,6.5,33.224,False,False
3692,14313,49437,21.189748,92.148904,21.189582,92.148829,7.0,21.572,False,False
3694,14303,49876,21.190164,92.149115,21.1902,92.148891,6.0,24.019,False,False
3695,15157,49880,21.189943,92.148508,21.189947,92.148757,6.0,26.901,False,False
3696,14329,64096,21.185963,92.145871,21.185849,92.146052,6.5,35.527,False,True
3697,14333,64096,21.185791,92.146133,21.185849,92.146052,7.0,35.527,False,True
3698,14333,14335,21.185791,92.146133,21.185866,92.14654,7.0,45.156,False,False
3699,14337,14353,21.186144,92.1462,21.186249,92.146403,6.5,24.564,False,False
3700,14353,62687,21.186249,92.146403,21.186084,92.14649,6.5,20.575,False,False
3701,14345,54925,21.186475,92.14625,21.186361,92.146329,6.0,16.035,False,False
3702,14355,54925,21.18632,92.146361,21.186361,92.146329,6.0,5.621,False,False
3703,14353,14355,21.186249,92.146403,21.18632,92.146361,6.0,8.979,False,False
3704,14364,62840,21.18627,92.147044,21.186165,92.146863,6.5,22.375,False,False
3705,14364,14367,21.18627,92.147044,21.186657,92.147254,6.5,49.855,False,False
3706,14365,14367,21.187059,92.147295,21.186657,92.147254,6.0,63.175,False,False
3707,14372,14377,21.187027,92.148205,21.187011,92.147996,6.0,21.84,False,False
3708,14375,14377,21.186905,92.147913,21.187011,92.147996,6.0,19.374,False,False
3709,14393,14397,21.189057,92.149693,21.189128,92.149641,8.0,9.562,False,False
3710,14388,14397,21.189173,92.149378,21.189128,92.149641,7.5,34.73,False,False
3711,14388,64096,21.189173,92.149378,21.189192,92.149339,7.0,48.015,False,True
3712,14389,64096,21.189519,92.149218,21.189192,92.149339,7.0,48.015,False,True
3713,14393,14409,21.189057,92.149693,21.188876,92.149488,7.0,31.087,False,False
3714,14397,14400,21.189128,92.149641,21.188958,92.149506,7.0,24.589,False,False
3715,14400,14405,21.188958,92.149506,21.188891,92.149482,6.0,7.818,False,False
3716,14405,14409,21.188891,92.149482,21.188876,92.149488,6.0,1.857,False,False
3718,14410,14413,21.187701,92.147165,21.187731,92.146991,7.5,18.637,False,False
3719,14413,14417,21.187731,92.146991,21.187654,92.146462,7.0,57.782,False,False
3720,14417,62813,21.187654,92.146462,21.18762,92.146428,6.5,5.069,False,False
3721,62635,62656,21.188233,92.146932,21.18832,92.146784,7.0,18.646,False,False
3722,14428,62635,21.188186,92.146955,21.188233,92.146932,7.0,5.76,False,False
3723,14428,14433,21.188186,92.146955,21.188181,92.14696,7.0,0.789,False,False
3724,14413,14436,21.187731,92.146991,21.187811,92.147004,7.5,8.976,False,False
3725,14441,6256,21.189098,92.152486,21.18917,92.152344,7.0,16.88,False,False
3726,14441,51204,21.189098,92.152486,21.189037,92.152612,7.0,14.766,False,False
3727,51204,51229,21.189037,92.152612,21.188938,92.152718,7.0,15.774,False,False
3728,51229,54868,21.188938,92.152718,21.188828,92.152813,6.5,15.689,False,False
3729,14460,54868,21.188711,92.152938,21.188828,92.152813,6.0,18.455,False,False
3730,14460,14461,21.188711,92.152938,21.188657,92.152947,6.0,6.047,False,False
3731,14461,14908,21.188657,92.152947,21.18843,92.153293,6.0,49.491,False,False
3732,14461,54856,21.188657,92.152947,21.188665,92.152991,6.0,4.632,False,False
3733,14901,64096,21.188411,92.152804,21.188486,92.15272,6.5,36.333,False,True
3734,14476,64096,21.188605,92.152608,21.188486,92.15272,6.5,36.333,False,True
3735,14476,14619,21.188605,92.152608,21.188655,92.152584,6.0,6.175,False,False
3736,14484,14900,21.188156,92.152998,21.188312,92.152834,6.5,28.422,False,False
3737,14481,14484,21.187691,92.153475,21.188156,92.152998,6.5,76.229,False,False
3738,14485,14487,21.186509,92.150055,21.186905,92.149858,6.0,49.143,False,False
3739,14489,15077,21.18898,92.150558,21.189023,92.150296,6.0,28.44,False,False
3740,14493,15077,21.188898,92.150204,21.189023,92.150296,6.0,17.837,False,False
3741,14497,14498,21.189186,92.150594,21.189359,92.150387,6.5,29.534,False,False
3742,14501,14505,21.18591,92.147236,21.185942,92.14725,6.0,3.858,False,False
3743,14505,14509,21.185942,92.14725,21.186095,92.147351,6.0,19.97,False,False
3744,14509,14529,21.186095,92.147351,21.18616,92.1474,6.0,8.887,False,False
3745,14529,14820,21.18616,92.1474,21.186317,92.147574,6.5,29.107,False,False
3746,14520,14820,21.186471,92.147566,21.186317,92.147574,6.5,17.217,False,False
3747,14520,14525,21.186471,92.147566,21.18674,92.147609,6.0,30.282,False,False
3748,14524,14525,21.186874,92.147634,21.18674,92.147609,6.0,19.39,False,False
3749,14529,14532,21.18616,92.1474,21.186083,92.147561,6.5,20.569,False,False
3750,14532,14537,21.186083,92.147561,21.185963,92.147749,7.0,28.592,False,False
3751,14537,14539,21.185963,92.147749,21.185669,92.147357,6.5,61.691,False,False
3752,14541,14545,21.186539,92.148596,21.186433,92.148564,6.0,12.201,False,False
3753,14545,14548,21.186433,92.148564,21.18604,92.148624,6.0,44.334,False,False
3754,14548,54939,21.18604,92.148624,21.185859,92.148589,6.0,20.859,False,False
3755,14827,54939,21.185723,92.148608,21.185859,92.148589,6.0,15.449,False,False
3756,14695,14827,21.185589,92.148602,21.185723,92.148608,6.0,15.089,False,False
3757,14564,14695,21.185295,92.148614,21.185589,92.148602,6.5,33.667,False,False
3758,14564,14568,21.185295,92.148614,21.184886,92.148543,7.0,45.879,False,False
3759,14568,14668,21.184886,92.148543,21.184604,92.148598,7.0,31.799,False,False
3760,14365,14577,21.187059,92.147295,21.187108,92.147413,6.0,13.886,False,False
3761,14577,14584,21.187108,92.147413,21.187199,92.147508,6.0,14.209,False,False
3762,14584,14588,21.187199,92.147508,21.187298,92.14745,6.0,12.632,False,False
3763,14588,14592,21.187298,92.14745,21.187495,92.14737,6.5,23.826,False,False
3764,14589,14592,21.187577,92.147439,21.187495,92.14737,7.0,11.651,False,False
3765,14596,14604,21.189208,92.152226,21.189215,92.152263,7.0,3.844,False,False
3766,14596,14597,21.189208,92.152226,21.189359,92.151918,6.5,42.634,False,False
3767,14604,6257,21.189215,92.152263,21.189198,92.152323,7.0,6.536,False,False
3768,14604,14605,21.189215,92.152263,21.189289,92.152298,7.0,9.022,False,False
3769,14605,14608,21.189289,92.152298,21.189307,92.152261,7.0,4.322,False,False
3770,14608,14609,21.189307,92.152261,21.189552,92.152177,7.0,31.778,False,False
3771,15312,6256,21.189087,92.152293,21.18917,92.152344,7.0,10.657,False,False
3772,14621,15312,21.188941,92.15238,21.189087,92.152293,7.0,20.104,False,False
3773,14619,14621,21.188655,92.152584,21.188941,92.15238,6.5,44.638,False,False
3774,14623,14884,21.184653,92.147611,21.184583,92.147374,7.333333,28.281,False,False
3775,14623,14627,21.184653,92.147611,21.184561,92.147764,7.5,23.867,False,False
3776,48897,64096,21.190508,92.148553,21.190407,92.148512,7.0,40.542,False,True
3777,14633,64096,21.190197,92.148551,21.190407,92.148512,6.5,40.542,False,True
3778,14634,49872,21.190271,92.148864,21.190251,92.148937,6.0,8.718,False,False
3780,14644,49622,21.189821,92.150338,21.189803,92.150541,7.0,22.732,False,False
3781,14644,15161,21.189821,92.150338,21.189939,92.150312,7.0,15.013,False,False
3782,14644,15168,21.189821,92.150338,21.189765,92.150311,7.0,6.793,False,False
3783,14648,14649,21.187211,92.15052,21.187146,92.150389,6.0,15.437,False,False
3784,14648,49823,21.187211,92.15052,21.187098,92.150773,6.0,30.029,False,False
3785,14657,60901,21.18426,92.147276,21.184298,92.147306,7.0,5.223,False,False
3786,14657,14659,21.18426,92.147276,21.184074,92.14713,7.0,25.543,False,False
3788,11776,14665,21.184259,92.147007,21.184846,92.147047,6.5,67.249,False,False
3790,14668,14672,21.184604,92.148598,21.184796,92.14832,7.0,38.767,False,False
3791,14672,14677,21.184796,92.14832,21.184941,92.14823,7.0,18.711,False,False
3792,14677,14681,21.184941,92.14823,21.185304,92.148128,6.5,41.951,False,False
3793,14681,14684,21.185304,92.148128,21.185613,92.148064,6.5,35.215,False,False
3794,14684,14685,21.185613,92.148064,21.185656,92.148327,6.5,30.574,False,False
3795,14685,14687,21.185656,92.148327,21.185666,92.148443,6.0,12.153,False,False
3796,14687,14697,21.185666,92.148443,21.185617,92.148433,6.0,5.471,False,False
3797,14695,14697,21.185589,92.148602,21.185617,92.148433,6.0,19.264,False,False
3798,14700,14704,21.187078,92.149022,21.187142,92.149017,7.0,7.103,False,False
3799,14704,14705,21.187142,92.149017,21.187332,92.148962,7.0,22.214,False,False
3800,14705,14707,21.187332,92.148962,21.187402,92.148964,7.0,7.818,False,False
3801,14711,15173,21.187464,92.148986,21.187763,92.148828,7.0,41.614,False,False
3802,11793,14717,21.184487,92.148586,21.184181,92.148552,7.5,37.559,False,False
3803,14717,14718,21.184181,92.148552,21.184178,92.148459,8.0,9.686,False,False
3804,11803,14739,21.184517,92.148854,21.183956,92.148802,7.5,65.825,False,False
3805,14739,14749,21.183956,92.148802,21.183905,92.1488,8.0,5.693,False,False
3806,14749,49408,21.183905,92.1488,21.183738,92.14865,7.0,25.402,False,False
3807,14732,49408,21.183515,92.148395,21.183738,92.14865,6.0,64.159,False,False
3808,14732,62078,21.183515,92.148395,21.183565,92.148153,6.0,64.159,False,False
3809,14739,14747,21.183956,92.148802,21.18395,92.148913,8.0,11.73,False,False
3810,14747,14785,21.18395,92.148913,21.184221,92.149108,7.5,39.154,False,False
3812,14749,14751,21.183905,92.1488,21.183977,92.148524,7.0,31.138,False,False
3814,14717,14751,21.184181,92.148552,21.183977,92.148524,7.0,22.782,False,False
3815,14761,14765,21.183433,92.149779,21.183446,92.149776,6.0,1.412,False,False
3816,14765,14781,21.183446,92.149776,21.183475,92.149463,6.5,33.503,False,False
3817,14769,14781,21.183725,92.149335,21.183475,92.149463,7.0,33.534,False,False
3819,14774,14777,21.184071,92.150047,21.183797,92.149795,6.0,65.633,False,False
3820,14777,14784,21.183797,92.149795,21.18372,92.149701,6.0,13.063,False,False
3821,14781,14784,21.183475,92.149463,21.18372,92.149701,6.5,40.633,False,False
3823,14787,14788,21.183847,92.149632,21.183768,92.149651,6.0,13.299,False,False
3825,11789,14627,21.184413,92.148123,21.184561,92.147764,7.0,43.526,False,False
3826,11609,14801,21.18401,92.151039,21.183982,92.150762,7.0,29.129,False,False
3827,11613,14801,21.184502,92.150631,21.183982,92.150762,7.0,60.312,False,False
3828,14803,14808,21.186324,92.14832,21.186207,92.148168,6.0,21.582,False,False
3829,14808,14813,21.186207,92.148168,21.1862,92.147928,6.5,39.558,False,False
3830,14812,14813,21.18621,92.147909,21.1862,92.147928,6.0,2.308,False,False
3831,14812,14821,21.18621,92.147909,21.186251,92.147696,6.5,23.778,False,False
3832,14820,14821,21.186317,92.147574,21.186251,92.147696,7.0,15.359,False,False
3834,14827,14843,21.185723,92.148608,21.185723,92.148438,6.0,19.043,False,False
3835,14843,54941,21.185723,92.148438,21.185743,92.148425,6.0,2.577,False,False
3836,54941,64096,21.185743,92.148425,21.185774,92.148286,6.0,65.111,False,True
3837,14684,64096,21.185613,92.148064,21.185774,92.148286,6.5,65.111,False,True
3838,14687,14843,21.185666,92.148443,21.185723,92.148438,6.0,6.52,False,False
3839,14845,14848,21.187808,92.153785,21.187757,92.153804,6.0,5.943,False,False
3840,14848,14853,21.187757,92.153804,21.187697,92.153843,6.0,7.822,False,False
3841,14853,15345,21.187697,92.153843,21.187518,92.153974,6.0,24.189,False,False
3842,50941,56688,21.187578,92.153761,21.18755,92.153531,6.0,27.753,False,False
3843,14861,56688,21.187108,92.153507,21.18755,92.153531,6.5,54.94,False,False
3844,14865,54685,21.191031,92.152981,21.190955,92.153314,6.0,38.167,False,False
3845,14869,54685,21.19051,92.153579,21.190955,92.153314,6.5,57.974,False,False
3847,14876,14877,21.186429,92.148376,21.186527,92.148303,6.0,13.78,False,False
3848,11786,14885,21.184316,92.147468,21.184462,92.147417,8.0,16.999,False,False
3849,14884,14885,21.184583,92.147374,21.184462,92.147417,8.0,14.178,False,False
3850,11501,14893,21.192113,92.154106,21.192248,92.154263,7.0,23.785,False,False
3851,11420,14893,21.192397,92.154194,21.192248,92.154263,6.0,18.008,False,False
3852,14895,14900,21.188282,92.152828,21.188312,92.152834,6.0,3.457,False,False
3853,14900,14901,21.188312,92.152834,21.188411,92.152804,6.0,12.326,False,False
3854,14901,14909,21.188411,92.152804,21.188384,92.152976,6.0,18.152,False,False
3855,14908,14909,21.18843,92.153293,21.188384,92.152976,6.0,33.969,False,False
3856,14908,54860,21.18843,92.153293,21.188547,92.153415,6.0,18.418,False,False
3857,51177,54860,21.188553,92.153433,21.188547,92.153415,6.0,1.974,False,False
3858,51177,51324,21.188553,92.153433,21.188688,92.153619,6.0,24.391,False,False
3859,14925,3444,21.187531,92.155254,21.187313,92.155041,6.5,46.285,False,False
3860,14928,14933,21.186382,92.149675,21.18639,92.149861,6.0,19.276,False,False
3861,14928,49849,21.186382,92.149675,21.185656,92.149331,6.5,90.061,False,False
3862,14933,49745,21.18639,92.149861,21.186092,92.150035,6.0,38.934,False,False
3863,14939,49745,21.18556,92.150098,21.186092,92.150035,6.5,62.886,False,False
3864,14941,55533,21.192271,92.147977,21.192335,92.148321,6.0,37.616,False,False
3865,12073,55533,21.192392,92.148354,21.192335,92.148321,6.0,7.27,False,False
3866,14949,14952,21.192641,92.150462,21.192592,92.149748,6.5,75.176,False,False
3867,14953,53973,21.192659,92.149769,21.192787,92.149726,6.0,15.267,False,False
3868,14960,53973,21.192969,92.149596,21.192787,92.149726,6.0,32.71,False,False
3870,11972,14969,21.191463,92.14812,21.191608,92.148243,6.0,21.624,False,False
3871,14969,48896,21.191608,92.148243,21.191957,92.148363,6.0,42.434,False,False
3872,14973,14975,21.192052,92.150472,21.191548,92.150637,6.0,73.111,False,False
3873,14975,14979,21.191548,92.150637,21.191375,92.150688,6.0,19.889,False,False
3874,14980,14993,21.191679,92.151145,21.191643,92.151087,7.5,7.26,False,False
3875,14980,48916,21.191679,92.151145,21.191884,92.151258,8.0,25.939,False,False
3876,14987,48922,21.192092,92.150507,21.191967,92.151154,6.5,73.238,False,False
3877,14975,14993,21.191548,92.150637,21.191643,92.151087,6.5,49.707,False,False
3878,14993,14995,21.191643,92.151087,21.191486,92.1512,6.5,21.536,False,False
3879,14996,15001,21.192565,92.152642,21.192607,92.152586,7.0,7.492,False,False
3880,15000,15001,21.192653,92.152139,21.192607,92.152586,6.5,48.066,False,False
3882,15005,50441,21.191959,92.15269,21.192056,92.152768,6.0,13.562,False,False
3883,50334,50727,21.191381,92.153257,21.19164,92.153114,6.0,39.743,False,False
3885,11228,50441,21.191788,92.153039,21.192056,92.152768,6.0,45.043,False,False
3886,54270,54277,21.191549,92.153563,21.191769,92.153253,6.0,47.922,False,False
3887,11224,54277,21.191787,92.153206,21.191769,92.153253,6.0,5.319,False,False
3888,15049,15051,21.191406,92.152546,21.191304,92.152489,7.0,12.79,False,False
3889,15051,49451,21.191304,92.152489,21.191112,92.152288,7.0,30.265,False,False
3890,15053,49451,21.190969,92.152173,21.191112,92.152288,6.5,20.633,False,False
3891,15053,49453,21.190969,92.152173,21.190942,92.152145,6.0,4.193,False,False
3892,49453,50399,21.190942,92.152145,21.190724,92.151979,6.5,30.774,False,False
3893,15048,15049,21.191494,92.152543,21.191406,92.152546,7.0,9.704,False,False
3894,15051,15071,21.191304,92.152489,21.191153,92.152926,6.5,51.296,False,False
3895,15053,15156,21.190969,92.152173,21.190824,92.152356,6.5,25.467,False,False
3896,50333,54686,21.191304,92.153283,21.191086,92.153427,6.0,37.231,False,False
3897,50334,54279,21.191381,92.153257,21.191487,92.15334,6.0,14.624,False,False
3898,54269,54279,21.191447,92.153428,21.191487,92.15334,6.0,10.156,False,False
3899,15069,15071,21.19111,92.153011,21.191153,92.152926,6.0,10.809,False,False
3900,11878,15073,21.190959,92.14872,21.191165,92.14826,6.0,65.312,False,False
3901,15075,15077,21.189132,92.150191,21.189023,92.150296,6.0,16.961,False,False
3902,15079,15084,21.191115,92.150309,21.191057,92.150477,6.0,20.925,False,False
3903,15085,48921,21.19123,92.150376,21.1913,92.150364,6.0,7.914,False,False
3904,15084,15085,21.191057,92.150477,21.19123,92.150376,6.0,22.112,False,False
3905,12241,12253,21.190267,92.149688,21.190659,92.149876,6.666667,52.021,False,False
3906,15132,49737,21.190587,92.150791,21.190626,92.150668,6.0,14.747,False,False
3907,49729,49737,21.190564,92.150616,21.190626,92.150668,6.0,8.669,False,False
3908,49655,49729,21.190508,92.150601,21.190564,92.150616,6.0,6.596,False,False
3909,49655,49664,21.190508,92.150601,21.190471,92.150603,6.0,4.5,False,False
3910,15107,49664,21.190399,92.150619,21.190471,92.150603,6.0,9.1,False,False
3911,15112,15113,21.190546,92.151283,21.190219,92.150906,6.0,60.007,False,False
3912,15113,15123,21.190219,92.150906,21.190448,92.150734,6.0,31.094,False,False
3913,15121,15123,21.190538,92.15077,21.190448,92.150734,6.0,11.132,False,False
3914,15123,49675,21.190448,92.150734,21.190286,92.150625,6.0,21.267,False,False
3916,15129,49741,21.190779,92.150809,21.190733,92.15081,6.0,5.051,False,False
3917,15132,49741,21.190587,92.150791,21.190733,92.15081,6.0,16.6,False,False
3918,15121,15132,21.190538,92.15077,21.190587,92.150791,6.0,5.846,False,False
3919,15107,15121,21.190399,92.150619,21.190538,92.15077,6.0,22.048,False,False
3920,15107,49669,21.190399,92.150619,21.190214,92.150459,6.5,26.607,False,False
3921,15148,50393,21.190306,92.152143,21.190301,92.152121,8.0,2.335,False,False
3922,15156,50394,21.190824,92.152356,21.190586,92.152071,7.0,40.297,False,False
3923,15153,15156,21.19093,92.152934,21.190824,92.152356,6.5,67.935,False,False
3925,15165,49679,21.190117,92.15023,21.190103,92.150233,7.0,1.523,False,False
3926,15161,49679,21.189939,92.150312,21.190103,92.150233,7.0,22.974,False,False
3927,15164,15165,21.190284,92.150212,21.190117,92.15023,7.0,19.106,False,False
3928,12232,15168,21.189705,92.150213,21.189765,92.150311,7.0,12.151,False,False
3929,15173,62601,21.187763,92.148828,21.187635,92.148379,7.0,49.434,False,False
3930,15173,64096,21.187763,92.148828,21.187788,92.14898,7.0,35.546,False,True
3931,15193,64096,21.187794,92.149161,21.187788,92.14898,7.0,35.546,False,True
3932,15184,15196,21.187128,92.149569,21.187702,92.149628,6.0,71.909,False,False
3933,15184,15185,21.187128,92.149569,21.187045,92.14961,6.0,10.154,False,False
3934,15187,15189,21.188073,92.149977,21.188237,92.149297,6.0,80.091,False,False
3935,15192,15197,21.188051,92.149322,21.187803,92.149425,6.5,34.254,False,False
3936,15193,15197,21.187794,92.149161,21.187803,92.149425,7.0,27.486,False,False
3937,15196,15197,21.187702,92.149628,21.187803,92.149425,6.5,27.429,False,False
3938,15187,15196,21.188073,92.149977,21.187702,92.149628,6.0,55.749,False,False
3939,15187,15211,21.188073,92.149977,21.188112,92.150009,6.0,5.496,False,False
3940,15209,15211,21.188258,92.150092,21.188112,92.150009,6.0,18.314,False,False
3941,15213,15216,21.18807,92.150415,21.187853,92.150758,6.5,45.419,False,False
3942,15216,54844,21.187853,92.150758,21.187749,92.15082,7.0,13.224,False,False
3943,15221,54844,21.187701,92.150901,21.187749,92.15082,7.333333,10.624,False,False
3944,15225,15228,21.188092,92.150339,21.187932,92.150354,6.5,18.251,False,False
3945,15228,15229,21.187932,92.150354,21.18776,92.150445,7.0,23.83,False,False
