roadID,node1,node2,node1_Xcoord,node1_Ycoord,node2_Xcoord,node2_Ycoord,DN_mean,length,isHealthcare1,isHealthcare2
123,476,477,21.214663,92.158116,21.214509,92.158339,7.0,28.858,False,False
124,476,479,21.214663,92.158116,21.214829,92.157882,6.5,30.502,False,False
125,479,488,21.214829,92.157882,21.214869,92.157426,6.5,48.583,False,False
126,488,64096,21.214869,92.157426,21.214625,92.15674,6.333333,155.923,False,True
127,2553,64096,21.21407,92.156258,21.214625,92.15674,6.0,155.923,False,True
134,48732,516,21.222018,92.159995,21.222215,92.162224,6.5,232.863,False,False
135,48732,521,21.222018,92.159995,21.221687,92.157877,6.5,228.635,False,False
136,525,64096,21.217706,92.156386,21.217851,92.155911,6.0,121.776,False,True
137,527,64096,21.217749,92.155309,21.217851,92.155911,6.0,121.776,False,True
138,2572,532,21.214286,92.154535,21.214381,92.15456,7.0,10.765,False,False
139,532,536,21.214381,92.15456,21.215159,92.154778,6.5,89.156,False,False
140,536,540,21.215159,92.154778,21.215194,92.154777,6.0,3.876,False,False
141,540,541,21.215194,92.154777,21.21606,92.15423,6.5,134.203,False,False
142,541,548,21.21606,92.15423,21.216139,92.154227,7.0,8.788,False,False
143,46041,548,21.216506,92.154077,21.216139,92.154227,7.0,51.147,False,False
144,46041,553,21.216506,92.154077,21.216588,92.153668,6.5,52.815,False,False
145,560,63162,21.202778,92.172213,21.203287,92.170568,6.0,197.622,False,False
150,571,572,21.197547,92.170576,21.197324,92.171388,6.0,89.922,False,False
157,3049,592,21.192253,92.169537,21.191974,92.170733,6.5,130.27,False,False
158,592,596,21.191974,92.170733,21.190595,92.170472,6.0,185.372,False,False
159,596,600,21.190595,92.170472,21.190375,92.170239,6.0,34.375,False,False
160,600,605,21.190375,92.170239,21.19014,92.170066,6.5,31.727,False,False
161,604,605,21.189668,92.169612,21.19014,92.170066,6.5,74.955,False,False
164,613,617,21.192741,92.169878,21.192663,92.169906,6.0,9.106,False,False
165,617,622,21.192663,92.169906,21.192357,92.170288,6.0,61.29,False,False
166,622,629,21.192357,92.170288,21.192188,92.171026,6.0,81.338,False,False
169,633,637,21.193026,92.170054,21.19239,92.171342,6.666667,151.179,False,False
181,676,677,21.203501,92.166407,21.203496,92.166399,7.0,1.02,False,False
182,677,64096,21.203496,92.166399,21.20307,92.16683,6.666667,81.37,False,True
183,681,64096,21.202985,92.166914,21.20307,92.16683,7.0,81.37,False,True
184,681,688,21.202985,92.166914,21.202493,92.167728,7.0,111.252,False,False
185,54665,688,21.202356,92.167897,21.202493,92.167728,7.0,25.837,False,False
186,50707,54665,21.202234,92.167924,21.202356,92.167897,7.5,13.78,False,False
187,58397,696,21.204409,92.168416,21.204399,92.169548,6.5,122.474,False,False
188,58397,705,21.204409,92.168416,21.203701,92.168172,6.5,95.991,False,False
189,52633,705,21.20362,92.168227,21.203701,92.168172,7.0,10.663,False,False
190,52633,712,21.20362,92.168227,21.203259,92.168341,7.0,49.417,False,False
191,712,716,21.203259,92.168341,21.203023,92.168514,7.0,34.518,False,False
192,716,720,21.203023,92.168514,21.203508,92.168884,6.5,117.296,False,False
193,720,721,21.203508,92.168884,21.203583,92.168932,6.0,9.63,False,False
194,724,725,21.203162,92.167125,21.203801,92.166595,6.666667,94.896,False,False
195,58408,724,21.203161,92.167134,21.203162,92.167125,7.0,94.896,False,False
196,46669,51385,21.205284,92.164235,21.204906,92.164705,6.5,78.114,False,False
197,46669,735,21.205284,92.164235,21.205335,92.164225,7.0,5.803,False,False
198,50071,745,21.205224,92.165506,21.205202,92.165655,6.0,15.567,False,False
199,745,750,21.205202,92.165655,21.205432,92.165793,6.0,29.717,False,False
200,750,753,21.205432,92.165793,21.205633,92.165935,6.0,28.755,False,False
201,753,758,21.205633,92.165935,21.205804,92.165991,6.0,21.649,False,False
202,758,760,21.205804,92.165991,21.205947,92.16627,6.0,33.288,False,False
203,760,761,21.205947,92.16627,21.205983,92.166292,6.5,4.54,False,False
205,59677,59692,21.20601,92.163504,21.205993,92.163464,6.0,4.512,False,False
206,59665,59692,21.2061,92.163239,21.205993,92.163464,6.0,26.244,False,False
207,59640,59665,21.206113,92.163196,21.2061,92.163239,6.0,4.757,False,False
208,59637,59640,21.206145,92.163081,21.206113,92.163196,6.0,12.447,False,False
209,46713,59637,21.206136,92.163053,21.206145,92.163081,6.0,3.113,False,False
210,46713,59661,21.206136,92.163053,21.206093,92.162916,6.0,14.926,False,False
211,46697,59661,21.206087,92.162858,21.206093,92.162916,6.0,6.057,False,False
212,46697,797,21.206087,92.162858,21.206034,92.162663,6.0,21.139,False,False
213,797,805,21.206034,92.162663,21.205915,92.162708,6.5,14.086,False,False
214,54551,805,21.205776,92.162698,21.205915,92.162708,7.0,15.411,False,False
215,54551,809,21.205776,92.162698,21.205533,92.162695,7.0,27.014,False,False
216,59623,824,21.206735,92.16327,21.206746,92.163235,6.0,3.796,False,False
217,59623,837,21.206735,92.16327,21.206628,92.163146,6.0,87.93,False,False
218,824,877,21.206746,92.163235,21.206895,92.163194,6.0,21.124,False,False
219,59625,824,21.206691,92.163237,21.206746,92.163235,6.0,6.121,False,False
220,59629,829,21.20653,92.163074,21.206484,92.162915,6.0,17.282,False,False
221,59629,837,21.20653,92.163074,21.206628,92.163146,6.0,13.973,False,False
222,59625,837,21.206691,92.163237,21.206628,92.163146,6.0,13.113,False,False
223,841,64096,21.206802,92.162336,21.2067,92.162375,6.5,25.556,False,True
224,844,64096,21.206607,92.162434,21.2067,92.162375,7.0,25.556,False,True
225,845,848,21.206929,92.162572,21.206659,92.162654,7.0,31.754,False,False
226,51476,849,21.207133,92.16198,21.207318,92.160904,6.5,117.69,False,False
227,51484,857,21.20723,92.162048,21.207384,92.161747,6.0,35.778,False,False
228,857,64096,21.207384,92.161747,21.20739,92.161643,6.0,50.857,False,True
229,861,64096,21.207549,92.161354,21.20739,92.161643,6.5,50.857,False,True
230,46687,59581,21.206932,92.163618,21.206931,92.163812,6.0,20.199,False,False
231,46687,59504,21.206932,92.163618,21.206933,92.163567,6.0,5.275,False,False
232,59504,877,21.206933,92.163567,21.206895,92.163194,6.0,39.056,False,False
233,877,880,21.206895,92.163194,21.206967,92.162678,6.5,54.705,False,False
234,46693,880,21.206958,92.162581,21.206967,92.162678,7.0,10.128,False,False
235,46693,845,21.206958,92.162581,21.206929,92.162572,7.0,3.336,False,False
236,845,64096,21.206929,92.162572,21.206866,92.162472,7.0,20.685,False,True
237,893,64096,21.206821,92.16241,21.206866,92.162472,7.0,20.685,False,True
238,841,893,21.206802,92.162336,21.206821,92.16241,6.5,7.929,False,False
239,51473,841,21.207012,92.161897,21.206802,92.162336,6.0,52.982,False,False
240,51473,909,21.207012,92.161897,21.207011,92.161581,6.0,37.198,False,False
241,908,909,21.20674,92.161638,21.207011,92.161581,6.0,35.949,False,False
242,59741,912,21.20666,92.164012,21.206372,92.164055,6.0,32.279,False,False
243,59741,59747,21.20666,92.164012,21.206712,92.163982,6.0,7.057,False,False
244,59737,59747,21.206789,92.163946,21.206712,92.163982,6.0,9.388,False,False
245,59561,59737,21.206876,92.16392,21.206789,92.163946,6.0,10.197,False,False
246,59561,59572,21.206876,92.16392,21.206941,92.163906,6.0,7.273,False,False
247,59572,59581,21.206941,92.163906,21.206931,92.163812,6.0,9.847,False,False
248,59581,940,21.206931,92.163812,21.207575,92.16354,6.0,78.81,False,False
249,59537,940,21.207621,92.163444,21.207575,92.16354,6.0,11.278,False,False
250,59537,948,21.207621,92.163444,21.207669,92.163367,6.0,9.854,False,False
251,948,64096,21.207669,92.163367,21.207737,92.163162,6.5,22.931,False,True
252,59528,64096,21.207759,92.163074,21.207737,92.163162,7.5,9.552,False,True
253,59528,960,21.207759,92.163074,21.207807,92.162936,8.0,15.331,False,False
254,59485,960,21.207809,92.162917,21.207807,92.162936,8.0,2.035,False,False
255,59485,965,21.207809,92.162917,21.207817,92.162861,8.0,5.823,False,False
256,50069,969,21.205397,92.165539,21.20588,92.16549,6.0,53.984,False,False
257,50069,978,21.205397,92.165539,21.205399,92.165377,6.5,16.821,False,False
258,977,978,21.205349,92.165341,21.205399,92.165377,7.0,6.63,False,False
259,980,984,21.206228,92.164968,21.206224,92.164994,6.0,2.737,False,False
260,984,989,21.206224,92.164994,21.206141,92.16546,6.0,49.548,False,False
261,988,989,21.206144,92.165782,21.206141,92.16546,6.5,33.45,False,False
262,50691,991,21.20539,92.164796,21.205658,92.164601,7.0,39.008,False,False
263,1000,991,21.205679,92.164544,21.205658,92.164601,7.0,6.42,False,False
264,1000,1005,21.205679,92.164544,21.20557,92.164372,7.0,21.62,False,False
