Landslide_ID,Latitude,Longitude,Flow_accumulation_10yr_multiplied_log,Flow_accumulation_20yr_multiplied_log,Flow_accumulation_50yr_multiplied_log,Slope_classification,Flow_direction,Runoff_10yr,Runoff_20yr,Runoff_50yr,Fill_sinks,Basins,Landslide_Occurred,intersects_buildings,GLG
596,21.192064,92.166645,6.051792231717158,6.131847273092464,6.233320725758888,1.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,11.0,459.0,0,0,H2O
597,21.199832,92.161032,6.750762223151862,6.830817264527166,6.932290723750316,2.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,9.370966911315918,459.0,0,0,H2O
598,21.19765,92.16086600000001,6.051792231717158,6.131847273092464,6.233320725758888,2.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,27.0,459.0,0,0,H2O
599,21.198659,92.161386,6.051792231717158,6.131847273092464,6.233320725758888,2.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,21.0,459.0,0,0,H2O
600,21.198338,92.162329,6.750762223151862,6.830817264527166,6.932290723750316,2.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,16.0,459.0,0,1,H2O
601,21.196943,92.161517,6.051792231717158,6.131847273092464,6.233320725758888,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,18.0,459.0,0,0,H2O
602,21.196855,92.16011,6.051792231717158,6.131847273092464,6.233320725758888,1.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,459.0,0,0,H2O
603,21.196031,92.162456,6.051792231717158,6.131847273092464,6.233320725758888,1.0,6.0,1370.8876953125,1648.37841796875,2082.238037109375,18.0,459.0,0,0,H2O
604,21.194892,92.161905,6.35282222738114,6.432877268756444,6.233320725758888,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,23.0,459.0,0,0,H2O
605,21.193561,92.161017,6.528913464934628,6.608968506309932,6.710441948755598,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,21.141521453857408,371.0,0,1,H2O
606,21.193891,92.16306100000001,6.750762223151862,6.830817264527166,6.932290723750316,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,16.0,371.0,0,0,H2O
607,21.192728,92.16288,6.051792231717158,6.131847273092464,6.233320725758888,2.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,16.0,371.0,0,0,H2O
608,21.192043,92.16224500000001,6.954882186455812,7.034937227831116,7.136410681027878,1.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,13.070759773254396,371.0,0,0,H2O
610,21.194621,92.159717,6.35282222738114,6.432877268756444,6.53435072142287,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0,0,0,H2O
611,21.195472,92.16012,6.051792231717158,6.131847273092464,6.233320725758888,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,23.0,459.0,0,0,H2O
612,21.195732,92.161236,6.896890244085738,6.976945285461042,7.078418752177594,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,18.0,459.0,0,0,H2O
613,21.197091,92.163067,6.35282222738114,6.432877268756444,6.53435072142287,2.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,459.0,0,1,H2O
614,21.196885,92.163614,6.528913464934628,6.131847273092464,6.233320725758888,1.0,7.0,1370.8876953125,1648.37841796875,2082.238037109375,16.212282180786133,459.0,0,0,H2O
615,21.19713,92.164456,6.051792231717158,6.131847273092464,6.233320725758888,1.0,7.0,1370.8876953125,1648.37841796875,2082.238037109375,18.0,459.0,0,0,H2O
616,21.196179,92.164066,6.528913464934628,6.608968506309932,6.710441948755598,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,13.0,371.0,0,0,H2O
617,21.195716,92.1636,6.829943460598608,6.909998501973914,7.011471944419578,2.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,11.362382888793944,371.0,0,0,H2O
618,21.195156,92.166792,6.528913464934628,6.608968506309932,6.710441948755598,2.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,7.0,459.0,0,0,H2O
619,21.194788,92.164038,6.829943460598608,6.909998501973914,6.835380685363898,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,11.141519546508793,371.0,0,0,H2O
620,21.196072,92.166537,7.570306138364384,7.650361179739688,7.751834645449442,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,8.0,459.0,0,0,H2O
621,21.194899,92.167461,6.35282222738114,6.432877268756444,8.119811457111165,2.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,2.736910104751587,459.0,0,0,H2O
623,21.196947,92.168232,6.051792231717158,6.131847273092464,6.233320725758888,1.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,11.0,459.0,0,0,H2O
624,21.198589,92.16286400000001,6.896890244085738,7.245790600589078,7.347264075625498,2.0,0.0,1370.8876953125,1648.37841796875,2082.238037109375,12.0,459.0,0,0,H2O
625,21.198102,92.164021,6.653852223045122,6.733907264420426,6.83538071708685,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,16.262317657470703,459.0,0,0,H2O
626,21.197401,92.165205,6.35282222738114,6.432877268756444,6.53435072142287,2.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,16.0,459.0,0,0,H2O
629,21.196341,92.16254900000001,6.35282222738114,6.131847273092464,6.233320725758888,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,459.0,0,0,H2O
697,21.184941,92.158467,6.051792231717158,6.131847273092464,6.233320725758888,2.0,0.0,1370.8876953125,1648.37841796875,2082.238037109375,12.0,371.0,0,0,H2O
705,21.185589,92.15751700000001,6.35282222738114,6.432877268756444,6.53435072142287,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,10.0,371.0,0,1,H2O
706,21.18637,92.15749,7.822644231332652,7.902699272707958,8.004172742240126,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,10.070759773254396,371.0,0,1,H2O
707,21.185275,92.158246,6.35282222738114,6.432877268756444,6.53435072142287,2.0,0.0,1370.8876953125,1648.37841796875,2082.238037109375,8.0,371.0,0,0,H2O
124,21.201355,92.163638,6.35282222738114,6.432877268756444,6.53435072142287,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,1,0,Tt
125,21.201817,92.164553,6.024962158013426,6.409811480509434,6.515415308508138,2.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0,1,0,Tt
152,21.205748,92.16560500000001,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,22.0,611.0,0,0,Tt
153,21.201837,92.165973,6.325992153677406,6.585902718062922,6.69150655651826,2.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,7.0,459.0,0,0,Tt
157,21.204245,92.168862,6.502083391230894,6.585902718062922,6.69150655651826,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,459.0,0,0,Tt
164,21.211872,92.16800300000001,6.515369705920962,6.597331821744598,6.700895646731704,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,611.0,0,0,Tt
167,21.207989,92.16764,7.556441040905138,7.640260367737164,7.74586420844503,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.641864776611328,611.0,0,0,Tt
169,21.207545,92.168041,8.148813788795264,8.232633115627292,8.338236948080842,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,13.67117404937744,611.0,0,0,Tt
199,21.211215,92.167656,6.502083391230894,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,14.0,611.0,0,0,Tt
200,21.209557,92.167062,6.024962158013426,6.108781484845452,6.214385312844158,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,15.0,611.0,0,1,Tt
201,21.210302,92.167902,6.97920463161576,8.709754442775386,8.815358266582384,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.170828819274902,611.0,0,0,Tt
