Landslide_ID,Latitude,Longitude,Flow_accumulation_10yr_multiplied_log,Flow_accumulation_20yr_multiplied_log,Flow_accumulation_50yr_multiplied_log,Slope_classification,Flow_direction,Runoff_10yr,Runoff_20yr,Runoff_50yr,Fill_sinks,Basins,Landslide_Occurred
41,21.189326,92.147043,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,161.0,1
42,21.189096,92.146231,6.036085725945588,6.118351071105828,6.22224769381081,1.0,7.0,1322.194580078125,1597.94091796875,2029.8190917968752,20.0,161.0,1
43,21.188944,92.147269,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.07076072692871,161.0,1
44,21.185431,92.149369,6.640308431778164,6.7222705476018,6.825834383340004,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.290843963623049,161.0,1
45,21.185112,92.148899,7.079641140269014,7.16160325609265,7.265167100754252,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.149324417114258,161.0,1
46,21.187025,92.151168,6.339278468367474,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,371.0,1
47,21.186603,92.150665,6.339278468367474,6.42124058419111,6.524804420104004,2.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.262313842773438,371.0,1
48,21.188497,92.148852,6.339278468367474,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.241592407226562,161.0,1
49,21.189551,92.150556,6.640308464031454,6.722270579855092,6.825834415767984,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.262317657470703,161.0,1
50,21.181916,92.150142,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,161.0,1
51,21.182394,92.149359,6.339278468367474,6.42124058419111,6.524804420104004,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,161.0,1
52,21.18219,92.148931,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,161.0,1
53,21.182502,92.150202,6.038248472703492,6.12021058852713,6.223774424440022,2.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,161.0,1
54,21.18252,92.151834,6.339278468367474,6.42124058419111,6.524804420104004,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,371.0,1
55,21.182394,92.152177,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,161.0,1
56,21.184377,92.148323,7.152191800200106,7.234153916023742,7.33771776427456,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.007804870605469,161.0,1
57,21.184489,92.149925,6.339278468367474,6.42124058419111,6.524804420104004,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.308012008666992,161.0,1
58,21.184136,92.150783,6.515369705920962,6.597331821744598,6.700895646731704,2.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.4124174118042,371.0,1
59,21.181609,92.147133,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,161.0,1
60,21.182073,92.147172,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,161.0,1
61,21.186267,92.142888,6.73505571738029,6.817321062540532,6.92121767862152,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,16.0,161.0,1
62,21.185877,92.143148,6.33711572160957,6.41938106676981,6.523277689474792,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,16.0,161.0,1
63,21.185588,92.143183,6.33711572160957,6.41938106676981,6.523277689474792,2.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,17.0,161.0,1
64,21.185436,92.140939,6.939175712937532,7.021441058097772,7.125337680802754,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.0,161.0,1
65,21.181606,92.144052,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,161.0,1
66,21.180329,92.140987,6.036085725945588,6.118351071105828,6.22224769381081,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,21.0,161.0,1
67,21.180252,92.139044,6.036085725945588,6.118351071105828,6.22224769381081,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,27.0,161.0,1
68,21.180582,92.139328,6.33711572160957,6.41938106676981,6.523277689474792,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,24.0,161.0,1
69,21.181057,92.139112,6.33711572160957,6.41938106676981,6.523277689474792,2.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,161.0,1
70,21.179899,92.139481,6.036085725945588,6.118351071105828,6.22224769381081,2.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,27.0,161.0,1
71,21.179551,92.141002,7.291358195211904,7.373623540372144,7.47752015914034,1.0,4.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.0,161.0,1
72,21.179959,92.139346,6.036085725945588,6.118351071105828,6.22224769381081,2.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,26.0,161.0,1
73,21.180073,92.137928,6.036085725945588,6.118351071105828,6.22224769381081,2.0,4.0,1322.194580078125,1597.94091796875,2029.8190917968752,26.0,161.0,1
74,21.179806,92.139079,6.036085725945588,6.118351071105828,6.22224769381081,1.0,1.0,1322.194580078125,1597.94091796875,2029.8190917968752,29.0,161.0,1
75,21.179759,92.138198,6.036085725945588,7.118351058204512,7.222247674285502,2.0,4.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,161.0,1
76,21.192636,92.156608,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,371.0,1
77,21.1925,92.157062,6.35282222738114,6.432877268756444,6.53435072142287,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,21.12079620361328,371.0,1
78,21.192122,92.157098,6.35282222738114,6.432877268756444,6.53435072142287,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,21.12079620361328,371.0,1
79,21.192624,92.157707,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0,1
80,21.192863,92.156355,6.038248472703492,6.12021058852713,6.223774424440022,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,24.0,371.0,1
81,21.188969,92.153565,6.038248472703492,6.12021058852713,6.223774424440022,2.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,29.0,371.0,1
82,21.188928,92.15589,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,23.0,371.0,1
83,21.189414,92.154805,6.515369705920962,6.597331821744598,6.700895646731704,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,24.0,371.0,1
84,21.189903,92.154987,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,27.0,371.0,1
85,21.190152,92.155039,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,26.0,371.0,1
86,21.187066,92.152565,6.515369705920962,6.7222705476018,6.825834383340004,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,371.0,1
87,21.186741,92.153447,6.339278468367474,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,371.0,1
88,21.187277,92.155118,6.515369705920962,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,371.0,1
89,21.183062,92.158429,6.528913464934628,6.608968506309932,6.710441948755598,1.0,0.0,1370.8876953125,1648.37841796875,2082.238037109375,12.0,371.0,1
90,21.183536,92.158118,6.502083391230894,6.585902718062922,6.69150655651826,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,8.0,371.0,1
91,21.183505,92.156211,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,371.0,1
92,21.183886,92.156026,6.024962158013426,6.108781484845452,6.214385312844158,2.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,371.0,1
93,21.183685,92.155411,6.627022117088096,6.710841443920124,6.816445271035438,2.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,14.200138092041016,371.0,1
94,21.183142,92.155124,6.024962158013426,6.409811480509434,6.515415308508138,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,371.0,1
95,21.181876,92.154261,6.325992153677406,6.409811480509434,6.515415308508138,1.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,16.0,161.0,1
96,21.181407,92.154358,6.024962158013426,6.108781484845452,6.214385312844158,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,161.0,1
97,21.18163,92.156905,6.502083391230894,6.585902718062922,6.69150655651826,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,371.0,1
98,21.204209,92.15084,6.33711572160957,6.41938106676981,6.523277689474792,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,21.0,767.0,1
99,21.205119,92.150696,6.036085725945588,6.118351071105828,6.22224769381081,1.0,7.0,1322.194580078125,1597.94091796875,2029.8190917968752,20.0,767.0,1
100,21.205689,92.150533,6.036085725945588,6.118351071105828,6.22224769381081,1.0,0.0,1322.194580078125,1597.94091796875,2029.8190917968752,18.0,767.0,1
101,21.205267,92.151181,6.038248472703492,6.12021058852713,6.223774424440022,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,1
102,21.205371,92.152756,6.515369705920962,6.42124058419111,6.524804420104004,1.0,1.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
103,21.205484,92.153359,6.339278468367474,6.42124058419111,6.524804420104004,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.25017261505127,767.0,1
104,21.199011,92.148385,6.036085725945588,6.118351071105828,6.22224769381081,1.0,2.0,1322.194580078125,1597.94091796875,2029.8190917968752,22.0,459.0,1
105,21.198138,92.148305,6.036085725945588,6.118351071105828,6.22224769381081,2.0,3.0,1322.194580078125,1597.94091796875,2029.8190917968752,25.0,459.0,1
106,21.194538,92.151599,6.038248472703492,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0,1
107,21.194354,92.151665,6.515369705920962,6.597331821744598,6.700895646731704,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,1
108,21.194675,92.152502,7.117429697248924,7.19939181307256,8.093006132777385,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.712636947631836,459.0,1
109,21.195246,92.153204,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,459.0,1
110,21.196417,92.152976,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,459.0,1
111,21.194414,92.151099,6.515369705920962,6.597331821744598,6.700895646731704,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,459.0,1
112,21.195442,92.150112,6.339278468367474,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,459.0,1
113,21.192208,92.151077,7.214339736059612,7.29630185188325,7.399865702952492,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.22086715698241,371.0,1
114,21.192208,92.151077,7.214339736059612,7.29630185188325,7.399865702952492,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.22086715698241,371.0,1
115,21.192943,92.150703,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,25.0,371.0,1
116,21.195442,92.150112,6.339278468367474,6.89836181740858,7.001925642395684,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,459.0,1
117,21.192943,92.150703,6.038248472703492,6.12021058852713,6.223774424440022,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,25.0,371.0,1
118,21.193512,92.162416,6.35282222738114,6.131847273092464,6.233320725758888,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,23.0,371.0,1
119,21.192761,92.162063,6.653852223045122,6.733907264420426,6.83538071708685,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,371.0,1
120,21.193661,92.161337,6.528913464934628,6.608968506309932,6.710441948755598,1.0,5.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0,1
121,21.194492,92.161192,6.051792231717158,6.131847273092464,6.233320725758888,2.0,7.0,1370.8876953125,1648.37841796875,2082.238037109375,24.0,459.0,1
122,21.195348,92.160793,6.750762223151862,6.830817264527166,6.932290723750316,1.0,2.0,1370.8876953125,1648.37841796875,2082.238037109375,19.0,459.0,1
123,21.193158,92.161817,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,22.0,371.0,1
124,21.201355,92.163638,6.35282222738114,6.432877268756444,6.53435072142287,2.0,4.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,1
125,21.201817,92.164553,6.024962158013426,6.409811480509434,6.515415308508138,2.0,4.0,1288.75927734375,1563.11572265625,1993.40234375,18.0,459.0,1
126,21.202045,92.159217,6.051792231717158,6.131847273092464,6.233320725758888,1.0,1.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,1
127,21.207241,92.148942,6.036085725945588,6.118351071105828,6.22224769381081,1.0,3.0,1322.194580078125,1597.94091796875,2029.8190917968752,19.0,767.0,1
128,21.204435,92.158664,6.640308431778164,6.7222705476018,6.825834383340004,1.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,459.0,1
129,21.205708,92.158642,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,1
130,21.205794,92.158519,6.038248472703492,6.42124058419111,6.700895646731704,2.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,1
131,21.205791,92.157496,6.737218464138196,7.023300575519072,7.265167100754252,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
132,21.202149,92.156556,6.038248472703492,6.12021058852713,6.223774424440022,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,459.0,1
133,21.205537,92.158806,6.038248472703492,6.12021058852713,6.223774424440022,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0,1
134,21.205842,92.16196,6.339278468367474,7.29630181747974,7.502528006618758,1.0,0.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
135,21.206856,92.161132,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
136,21.207509,92.162365,7.117429697248924,7.19939181307256,7.302955638059666,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0,1
137,21.205633,92.159085,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,767.0,1
138,21.210141,92.166012,6.941338459695436,7.023300575519072,7.126864411431966,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.25017261505127,611.0,1
139,21.209284,92.153656,6.038248472703492,7.19939181307256,7.302955638059666,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.0,767.0,1
140,21.210113,92.154306,6.992490946305828,7.074453062129464,7.178016901451366,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
141,21.209492,92.153831,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,767.0,1
142,21.208065,92.154185,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,14.0,767.0,1
143,21.209594,92.158242,6.737218464138196,6.819180579961832,6.524804420104004,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,1
144,21.207137,92.159944,6.816399701584942,6.89836181740858,7.001925642395684,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.095732688903809,767.0,1
145,21.206541,92.158441,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.754075050354004,767.0,1
146,21.206971,92.15693,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
147,21.212742,92.156005,6.515369705920962,6.597331821744598,6.700895646731704,2.0,4.0,1328.79541015625,1604.7974853515625,2036.9674072265625,20.0,767.0,1
148,21.211901,92.155645,6.038248472703492,6.42124058419111,6.524804420104004,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.333078384399414,767.0,1
149,21.211478,92.155442,6.339278468367474,6.42124058419111,6.524804420104004,2.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,1
150,21.211392,92.155212,6.640308464031454,6.722270579855092,6.825834415767984,2.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.212282180786133,767.0,1
151,21.211016,92.152351,6.339278468367474,6.42124058419111,6.524804420104004,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.0,767.0,1
152,21.205748,92.165605,6.024962158013426,6.108781484845452,6.214385312844158,1.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,22.0,611.0,0
153,21.201837,92.165973,6.325992153677406,6.585902718062922,6.69150655651826,2.0,2.0,1288.75927734375,1563.11572265625,1993.40234375,7.0,459.0,0
154,21.203998,92.156424,6.038248472703492,6.12021058852713,6.223774424440022,1.0,5.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
155,21.2089,92.159811,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
156,21.208877,92.154365,6.339278468367474,6.42124058419111,6.524804420104004,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,16.0,767.0,0
157,21.204245,92.168862,6.502083391230894,6.585902718062922,6.69150655651826,1.0,6.0,1288.75927734375,1563.11572265625,1993.40234375,17.0,459.0,0
158,21.200274,92.160839,6.65385219079183,6.733907232167136,6.835380685363898,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,9.462451934814451,459.0,0
159,21.206455,92.163259,6.640308464031454,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,21.0,767.0,0
160,21.203632,92.16325,7.242368423106126,7.324330538929764,7.427894374667966,1.0,3.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.241588592529297,459.0,0
161,21.207425,92.156995,6.038248472703492,6.12021058852713,6.223774424440022,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,17.0,767.0,0
162,21.209581,92.161679,6.038248472703492,6.12021058852713,6.223774424440022,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,767.0,0
163,21.205645,92.159684,6.339278468367474,6.42124058419111,6.524804420104004,1.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,19.0,767.0,0
164,21.211872,92.168003,6.515369705920962,6.597331821744598,6.700895646731704,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,13.0,611.0,0
165,21.205293,92.155332,6.816399701584942,6.89836181740858,7.001925642395684,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,12.474593162536625,767.0,0
166,21.201001,92.157553,6.051792231717158,6.432877268756444,6.53435072142287,2.0,6.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,0
167,21.207989,92.16764,7.556441040905138,7.640260367737164,7.74586420844503,1.0,1.0,1288.75927734375,1563.11572265625,1993.40234375,13.641864776611328,611.0,0
168,21.203446,92.158477,6.038248472703492,6.12021058852713,6.223774424440022,1.0,7.0,1328.79541015625,1604.7974853515625,2036.9674072265625,18.0,459.0,0
169,21.207545,92.168041,8.148813788795263,8.23263311562729,8.33823694808084,1.0,0.0,1288.75927734375,1563.11572265625,1993.40234375,13.67117404937744,611.0,0
170,21.200942,92.162662,6.051792231717158,6.131847273092464,6.233320725758888,1.0,3.0,1370.8876953125,1648.37841796875,2082.238037109375,15.0,459.0,0
171,21.202755,92.162228,6.515369705920962,7.26633859655969,7.369902427690278,1.0,6.0,1328.79541015625,1604.7974853515625,2036.9674072265625,15.170828819274902,459.0,0
172,21.210593,92.157994,6.038248472703492,6.12021058852713,6.223774424440022,2.0,2.0,1328.79541015625,1604.7974853515625,2036.9674072265625,22.0,778.0,0
