Landslide_,Latitude,Longitude,Flow_accum,Flow_acc_1,Flow_acc_2,Slope_clas,Flow_direc,Runoff_10y,Runoff_20y,Runoff_50y,Fill_sinks,Basins,Landslid_1,intersects,GLG
"193",21.210443000000001,92.160752000000002,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,778.000000000000000,"0","0",QTg
"194",21.209349000000000,92.160214999999994,6.339278468367474,6.722270547601800,6.825834383340004,1.000000000000000,3.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,767.000000000000000,"0","0",QTg
"195",21.207664000000001,92.158601000000004,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,4.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000,"0","1",QTg
"196",21.208551000000000,92.158450999999999,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,17.000000000000000,767.000000000000000,"0","0",QTg
"197",21.214030000000001,92.165844000000007,6.941338427442146,7.023300543265782,7.126864379003984,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,12.733349800109863,778.000000000000000,"0","0",QTg
"198",21.213450000000002,92.166797000000003,6.339278468367474,6.120210588527130,6.700895646731704,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.000000000000000,611.000000000000000,"0","0",QTg
"209",21.206565999999999,92.164580000000001,6.024962158013426,6.108781484845452,6.214385312844158,1.000000000000000,1.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,23.000000000000000,459.000000000000000,"0","0",QTg
"210",21.205819999999999,92.164458999999994,6.803113386894876,6.807751476280156,6.816445304172120,1.000000000000000,4.000000000000000,1288.759277343750000,1563.115722656250000,1993.402343750000227,20.000000000000000,459.000000000000000,"0","0",QTg
"211",21.207388000000002,92.165211999999997,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,19.000000000000000,611.000000000000000,"0","1",QTg
"214",21.207463000000001,92.161202000000003,6.339278468367474,6.421240584191110,6.524804420104004,2.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.316596031188965,767.000000000000000,"0","0",QTg
"215",21.207523999999999,92.164856000000000,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,2.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,21.000000000000000,611.000000000000000,"0","1",QTg
"216",21.207730000000002,92.163257000000002,6.038248472703492,6.120210588527130,6.223774424440022,2.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,19.000000000000000,767.000000000000000,"0","0",QTg
"217",21.207027000000000,92.164055000000005,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,23.000000000000000,767.000000000000000,"0","1",QTg
"218",21.206460000000000,92.161693000000000,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,14.170828819274902,767.000000000000000,"0","0",QTg
"219",21.206742999999999,92.163306000000006,6.339278468367474,6.421240584191110,6.524804420104004,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,22.000000000000000,767.000000000000000,"0","0",QTg
"220",21.204957000000000,92.162305000000003,6.339278468367474,7.120210575625814,7.223774417954426,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.100070953369141,767.000000000000000,"0","1",QTg
"221",21.205314000000001,92.162369999999996,6.515369705920962,6.597331821744598,6.700895646731704,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.070760726928711,767.000000000000000,"0","0",QTg
"222",21.206633000000000,92.160792999999998,7.823578327806472,7.905540443630110,8.009104273804160,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,14.070759773254396,767.000000000000000,"0","0",QTg
"223",21.206209000000001,92.159443999999993,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,767.000000000000000,"0","1",QTg
"224",21.205382000000000,92.160964000000007,6.515369705920962,6.597331821744598,6.700895646731704,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,14.362382888793944,767.000000000000000,"0","0",QTg
"225",21.204623000000002,92.160256000000004,6.640308431778164,6.722270547601800,6.825834383340004,1.000000000000000,5.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,14.191554069519039,459.000000000000000,"0","0",QTg
"226",21.206434000000002,92.159024000000002,6.883346485072072,7.234153916023742,7.337717764274560,1.000000000000000,6.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,12.833418846130373,767.000000000000000,"0","0",QTg
"227",21.208423000000000,92.156295000000000,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,18.000000000000000,767.000000000000000,"0","0",QTg
"228",21.206679999999999,92.155984000000004,6.640308431778164,7.876085397800148,7.979649243133236,1.000000000000000,7.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,12.262313842773438,767.000000000000000,"0","0",QTg
"229",21.206199000000002,92.155229000000006,6.038248472703492,6.120210588527130,6.223774424440022,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,16.000000000000000,767.000000000000000,"0","0",QTg
"230",21.206091000000001,92.156465999999995,6.038248472703492,6.597331821744598,6.700895646731704,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,15.000000000000000,767.000000000000000,"0","0",QTg
"231",21.206188999999998,92.156133999999994,6.640308431778164,6.722270547601800,6.825834383340004,1.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.000000000000000,767.000000000000000,"0","0",QTg
"232",21.204658999999999,92.155674000000005,6.515369705920962,6.421240584191110,6.524804420104004,2.000000000000000,0.000000000000000,1328.795410156250000,1604.797485351562500,2036.967407226562500,13.000000000000000,767.000000000000000,"0","0",QTg
