Landslide_ID,Latitude,Longitude,Susceptibility_10yr,Risk_Level
1,21.195371,92.137819,0.38364591307009577,High
2,21.195408,92.137881,0.39591762104817485,High
3,21.195109,92.138158,0.4878873869677358,High
4,21.195077,92.13794,0.5121084332572926,High
5,21.191602,92.13792,0.3038569942497463,High
6,21.191094,92.139632,0.37138053873972143,High
7,21.18798,92.137061,0.6306114993443045,High
8,21.187687,92.137115,0.6339531868965184,High
9,21.186969,92.137313,0.23541045612856665,High
10,21.187229,92.136547,0.4518302519890454,High
11,21.191466,92.141624,0.3768786526495469,High
12,21.191315,92.139878,0.37958055444539596,High
13,21.205852,92.141338,0.22403828998192887,High
14,21.204411,92.140678,0.38772597208002546,High
15,21.204197,92.141095,0.5347062293105599,High
16,21.20415,92.140843,0.5347062293105599,High
17,21.204701,92.142285,0.2853878339003163,High
18,21.207861,92.141436,0.4737824013734507,High
19,21.208291,92.134621,0.5114003857817518,High
20,21.20694,92.135062,0.29704528938618274,High
21,21.206937,92.134959,0.2853878339003163,High
22,21.206823,92.136154,0.32600480463137294,High
23,21.202571,92.135722,0.3778755479188632,High
24,21.204248,92.135753,0.4016625597589423,High
25,21.203535,92.136858,0.2426585836869498,High
27,21.201641,92.146061,0.4435928196052611,High
28,21.200225,92.14471,0.05858670413390395,Low
29,21.198921,92.143836,0.3737228965915039,High
30,21.197666,92.142812,0.34222300567594255,High
31,21.197759,92.13899,0.24306008765958947,High
32,21.197245,92.139289,0.23541045612856665,High
33,21.197594,92.138322,0.5790938162476739,High
34,21.193316,92.145555,0.333794595125291,High
35,21.192213,92.14554,0.49242879227871467,High
36,21.191775,92.149041,0.41437519633879455,High
37,21.191907,92.149136,0.4686814240673603,High
38,21.191816,92.149505,0.3387755070549278,High
39,21.187977,92.147786,0.22351713995949438,High
40,21.192159,92.149587,0.47831748473540964,High
41,21.189326,92.147043,0.3566694793794605,High
42,21.189096,92.146231,0.28332524339290294,High
43,21.188944,92.147269,0.30762228595682506,High
44,21.185431,92.149369,0.26140383320836796,High
45,21.185112,92.148899,0.33198652647787347,High
46,21.187025,92.151168,0.274199214377942,High
47,21.186603,92.150665,0.3082462558999159,High
48,21.188497,92.148852,0.2462653321368657,High
49,21.189551,92.150556,0.23835980217057767,High
50,21.181916,92.150142,0.4452556046484841,High
51,21.182394,92.149359,0.2857774435328847,High
52,21.18219,92.148931,0.32783731233287594,High
53,21.182502,92.150202,0.31753633028361805,High
54,21.18252,92.151834,0.4852265347747707,High
55,21.182394,92.152177,0.4499378316342447,High
56,21.184377,92.148323,0.29824381922436716,High
57,21.184489,92.149925,0.2405390423022468,High
58,21.184136,92.150783,0.32586762751255877,High
59,21.181609,92.147133,0.29587816405285633,High
60,21.182073,92.147172,0.3630679517596435,High
61,21.186267,92.142888,0.28440318395937164,High
62,21.185877,92.143148,0.3720203475266684,High
63,21.185588,92.143183,0.35916079761727154,High
64,21.185436,92.140939,0.2851052510701075,High
65,21.181606,92.144052,0.2878530238979387,High
66,21.180329,92.140987,0.37902875245555123,High
67,21.180252,92.139044,0.6339531868965184,High
68,21.180582,92.139328,0.4554130169671184,High
69,21.181057,92.139112,0.3649631831775231,High
70,21.179899,92.139481,0.6314339195457646,High
71,21.179551,92.141002,0.3462758132265486,High
72,21.179959,92.139346,0.6280922319935506,High
