Landslide_ID,Latitude,Longitude,Susceptibility_20yr,Risk_Level
210,21.20582,92.164459,0.1270005454312798,Medium
211,21.207388,92.165212,0.17981774491734653,Medium
212,21.207746,92.166155,0.033344634870369635,Low
213,21.205936,92.165356,0.11810403188451182,Low
214,21.207463,92.161202,0.22234784532099489,High
215,21.207524,92.164856,0.10000184053332233,Medium
216,21.20773,92.163257,0.14288442296745818,Medium
217,21.207027,92.164055,0.17597990155994814,Medium
218,21.20646,92.161693,0.18028145705482745,Medium
219,21.206743,92.163306,0.11929743099338211,Medium
220,21.204957,92.162305,0.15336158497627722,Medium
221,21.205314,92.16237,0.11457910760443794,Medium
222,21.206633,92.160793,0.06983600129629303,Low
223,21.206209,92.159444,0.10435097945349951,Medium
224,21.205382,92.160964,0.16470249769286424,Medium
225,21.204623,92.160256,0.14892394529377243,Medium
226,21.206434,92.159024,0.20057585680089898,Medium
227,21.208423,92.156295,0.10435097945349951,Medium
228,21.20668,92.155984,0.044020628382384325,Low
229,21.206199,92.155229,0.1409390340604321,Medium
230,21.206091,92.156466,0.1691535679159017,Medium
231,21.206189,92.156134,0.17330351149257445,Medium
232,21.204659,92.155674,0.14073073191813543,Medium
233,21.205091,92.156053,0.12829659114504766,Medium
234,21.205295,92.157281,0.10594813165965364,Medium
235,21.205231,92.159013,0.09387932088984743,Low
236,21.205278,92.158913,0.09387932088984743,Low
237,21.204129,92.159616,0.1458814614050763,Medium
238,21.204435,92.156994,0.12987643704661336,Medium
239,21.201589,92.156806,0.11752092858000901,Medium
240,21.204146,92.155498,0.2008449886677623,High
241,21.203503,92.155053,0.16775294140120267,Medium
242,21.203224,92.156698,0.1952288583674339,Medium
243,21.20418,92.156569,0.1400999055600627,Medium
244,21.204167,92.15721,0.1175145016221405,Medium
245,21.20255,92.156939,0.23032524126869752,High
246,21.202221,92.155495,0.16958619172267164,Medium
247,21.203619,92.159599,0.14747635773681475,Medium
248,21.199896,92.157643,0.06831078332514592,Low
249,21.200506,92.157035,0.14681844274106692,Medium
250,21.202931,92.158057,0.10696433253563359,Medium
251,21.201414,92.158747,0.026183651943407795,Low
252,21.201945,92.159916,0.03290064926136364,Low
253,21.200354,92.159683,0.0065111470728936955,Low
254,21.200572,92.158797,0.008594593553278842,Low
255,21.201788,92.160457,0.009691084781349016,Low
256,21.201958,92.161896,0.12599366580232024,Medium
257,21.200573,92.162316,0.04624574621751624,Low
258,21.200499,92.161636,0.030946153864373428,Low
259,21.203833,92.162032,0.11682564176720077,Medium
260,21.204326,92.161338,0.11201429415695903,Medium
261,21.20245,92.159977,0.044176876797630354,Low
262,21.204298,92.160651,0.15460594211541268,Medium
263,21.203086,92.161083,0.12196757965930029,Medium
264,21.202344,92.161427,0.16320258231673287,Medium
265,21.204306,92.165866,0.07760341828938774,Low
266,21.205238,92.163516,0.16356297843019518,Medium
267,21.203587,92.164094,0.08177660046074739,Low
268,21.205241,92.163833,0.12126126004496135,Medium
269,21.203766,92.162741,0.11752092858000901,Medium
270,21.20519,92.16608,0.1296139454927029,Medium
271,21.205242,92.167735,0.07000999386659303,Low
272,21.204859,92.166371,0.08492876865181319,Low
273,21.20412,92.16825,0.05101305063459845,Low
274,21.205421,92.169015,0.058133680082601544,Low
275,21.205575,92.168996,0.0432194856144918,Low
276,21.204968,92.169933,0.11980108778627403,Medium
277,21.20829,92.168843,0.0716558214535833,Low
278,21.20652,92.167771,0.00788050742070825,Low
279,21.206757,92.170182,0.08436927412963213,Low
280,21.206088,92.168877,0.004982523358203939,Low
281,21.207401,92.169327,0.06870261359761978,Low
282,21.207163,92.169011,0.029049639028229584,Low
283,21.201516,92.169031,0.03334228434749768,Low
284,21.202932,92.16946,0.16640647554828397,Medium
285,21.20284,92.168037,0.0337804010559738,Low
286,21.202322,92.167337,0.08245318522444235,Low
287,21.203401,92.164055,0.08177660046074739,Low
288,21.203154,92.165311,0.05936595697751108,Low
289,21.202914,92.164284,0.10387789286873195,Low
290,21.201093,92.165023,0.08245318522444235,Low
291,21.202298,92.164789,0.05939782947132237,Low
292,21.20153,92.16264,0.03696359819697812,Low
293,21.201035,92.163607,0.117472285542461,Medium
294,21.209796,92.154901,0.12248967854793354,Medium
295,21.208965,92.157169,0.118813531935356,Medium
296,21.20376,92.164778,0.04628005312615403,Low
297,21.21186,92.157145,0.08343781347274154,Low
298,21.218329,92.154553,0.21707222093752437,High
299,21.209897,92.145372,0.05639166561617907,Low
300,21.213797,92.141276,0.018865531127390936,Low
301,21.215072,92.159123,0.04885335704647272,Low
302,21.215123,92.148842,0.021322224573786904,Low
303,21.212789,92.147933,0.062399529132938746,Low
304,21.213903,92.158204,0.07385218211078454,Low
305,21.215115,92.15343,0.09462899285477008,Low
306,21.214571,92.153014,0.22552807768701874,High
307,21.21447,92.150712,0.11242587107244469,Medium
308,21.208802,92.146867,0.03180977092363125,Low
309,21.208499,92.151125,0.02417287279473604,Low
310,21.207146,92.15131,0.15530286545105698,Medium
311,21.208646,92.148945,0.2559218899018695,High
312,21.210113,92.149149,0.3053903563621753,High
313,21.213156,92.152151,0.17980521540367822,High
314,21.210228,92.152979,0.2046623431145939,Medium
315,21.212864,92.156399,0.35422854689251443,High
316,21.208335,92.14407,0.30218796894926164,High
317,21.204859,92.140128,0.03433060906515677,Low
318,21.206061,92.143884,0.16741403649665196,Medium
319,21.217951,92.156934,0.06585583491853962,Low
320,21.215197,92.156722,0.06387813720603647,Low
321,21.21271,92.159731,0.05406478735273323,Low
322,21.206663,92.139057,0.048194055154976205,Low
323,21.205161,92.148218,0.007946194504243945,Low
324,21.203181,92.13622,0.28947060552521325,High
325,21.210898,92.137223,0.009593832116793839,Low
326,21.209225,92.135274,0.1118557279433815,Low
327,21.207605,92.136229,0.3173216904208701,High
328,21.205387,92.136047,0.2745152802513285,High
329,21.202148,92.137656,0.49918569541915764,High
330,21.212406,92.13875,0.10823147391058584,Low
331,21.205917,92.138603,0.05932115520174383,Low
332,21.209611,92.135721,0.031327702196289046,Low
333,21.203508,92.138155,0.29445200820996525,High
334,21.207046,92.137167,0.44296691292843876,High
335,21.22168,92.153335,0.0515195631213746,Low
336,21.221231,92.153518,0.07937926053089922,Low
337,21.21971,92.153581,0.05098877455377936,Low
338,21.219855,92.15319,0.1052531088928258,Medium
339,21.218907,92.155333,0.0441167969466786,Low
340,21.220379,92.15039,0.1248217849990909,Medium
341,21.219498,92.150565,0.14854694112451008,Medium
342,21.218474,92.15291,0.1634072453261833,Medium
343,21.217412,92.153375,0.09567992833925217,Low
344,21.216912,92.152307,0.32280355079197254,High
345,21.215224,92.154592,0.16965914060252926,Medium
346,21.2173,92.153848,0.2047845782393122,Medium
347,21.216588,92.15564,0.11966197630742531,Medium
348,21.217405,92.154442,0.04928378627712117,Low
349,21.217107,92.156982,0.0548321950022919,Low
350,21.21461,92.154885,0.0736113492999276,Low
351,21.216865,92.158004,0.03640785728784911,Low
352,21.214705,92.155581,0.08338376420816596,Low
353,21.216343,92.156038,0.04467303978937053,Low
354,21.214819,92.156671,0.08505049247214003,Low
355,21.2148,92.16094,0.0776688779819581,Low
356,21.214733,92.158349,0.06525903481802987,Low
357,21.215827,92.157376,0.054373578181764706,Low
358,21.215278,92.157364,0.08923260594500797,Low
359,21.215918,92.158796,0.07965851792252353,Low
360,21.215366,92.159587,0.0488199104830775,Low
361,21.214233,92.156371,0.08338376420816596,Low
362,21.213467,92.157104,0.04933310244267101,Low
363,21.213783,92.157934,0.10528158141330426,Low
364,21.214541,92.157998,0.08146701869087479,Medium
365,21.213207,92.160438,0.019857226186699706,Low
366,21.213691,92.159462,0.0496207646960314,Low
367,21.213269,92.158826,0.07397886825316836,Low
368,21.212036,92.15892,0.06804579646292182,Low
369,21.212182,92.159936,0.09679987124105197,Low
370,21.211556,92.159547,0.06171821341994847,Low
371,21.218115,92.149217,0.04479483601942292,Low
372,21.217578,92.151321,0.07193799763384054,Low
373,21.215527,92.14859,0.028939815211754538,Low
374,21.216176,92.149799,0.22742622804425275,High
375,21.215121,92.149807,0.023415911993561286,Low
376,21.213952,92.150111,0.05341007126004516,Low
377,21.214115,92.150038,0.030336931486394627,Low
378,21.212475,92.150656,0.05267701830016565,Low
379,21.213848,92.150269,0.015985787253598827,Low
380,21.21498,92.152403,0.14907894202735675,Medium
381,21.21497,92.150451,0.06662106706607344,Low
382,21.214519,92.151596,0.04686602224551088,Low
383,21.21526,92.15239,0.14907894202735675,Medium
384,21.215544,92.151573,0.06872722014545728,Low
385,21.211557,92.150737,0.09144988138745573,Medium
386,21.211955,92.153045,0.08343781347274154,Low
387,21.212028,92.151517,0.14507871517771975,Medium
388,21.21124,92.151766,0.16794769037826934,Medium
389,21.213847,92.152393,0.13004363797283172,Low
390,21.213897,92.155158,0.16819833049314784,Medium
391,21.213925,92.153422,0.18418066392581178,Medium
392,21.213863,92.154425,0.09557604383609179,Low
393,21.213137,92.154111,0.09404588303343311,Low
394,21.212639,92.153688,0.16691161930662085,Medium
395,21.212381,92.154071,0.14420764335353226,Medium
396,21.211712,92.154873,0.04937228790967128,Low
397,21.213454,92.155443,0.16917298936254355,Medium
398,21.211955,92.15521,0.04937228790967128,Low
399,21.21333,92.156071,0.09877297234667741,Low
400,21.212411,92.156997,0.07221270172302392,Medium
